wfo_taxon_id,wfo_accepted_name,Genus,Family,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),LDMC,SSD used (mg/mm3),logLA,logLDMC,logSLA,logSM,logH,logNmass,species_key
wfo-0000129725,Onopordum acanthium,Onopordum,Asteraceae,4928.5,,70.1754386,0.951607009,6.3866,0.21,0.0,8.502789961105494,-1.5606477482646683,2.6567569066646595,1.854202045406763,-0.049603135090758,,onopordum acanthium
wfo-0000061670,Onopordum illyricum,Onopordum,Asteraceae,,,,1.5,13.0378,,0.0,,,,2.5678528306086528,0.4054651081081644,,onopordum illyricum
wfo-0000887104,Parapholis strigosa,Parapholis,Poaceae,,,47.4113815,0.108759575,0.5819,0.249198716,0.0,2.9543893100196086,-1.3895046445700747,3.048892963070592,-0.5414566673195128,-2.218615566912152,,parapholis strigosa
wfo-0000470313,Phebalium woombye,Phebalium,Rutaceae,,,,2.0,1.12,,0.0,,,,0.1133286853070032,0.6931471805599453,,phebalium woombye
wfo-0000487725,Plantago coronopus,Plantago,Plantaginaceae,,11.78,62.31949056,0.072844002,0.1557,0.102455602,0.0,5.298217361547703,-2.278325725460274,2.775481052035855,-1.8598242001421843,-2.6194350832926308,2.466403178223441,plantago coronopus
wfo-0000898096,Schizachyrium fragile,Schizachyrium,Poaceae,,,,0.6,2.0,,0.0,,,,0.6931471805599453,-0.5108256237659907,,schizachyrium fragile
wfo-0000319069,Syzygium nervosum,Syzygium,Myrtaceae,,,,15.5,183.3875,,0.0,10.155762630356586,,,5.211601400465763,2.740840023925201,,syzygium nervosum
wfo-0000213071,Trifolium scabrum,Trifolium,Fabaceae,350.0,,49.56919792,0.180258948,0.6758,0.2934925,0.0,5.857933154483459,-1.225903193703178,3.004385647835053,-0.3918581047019475,-1.7133608618855485,,trifolium scabrum
wfo-0000212743,Vicia hirsuta,Vicia,Fabaceae,,43.2,45.50081406,0.316175039,5.4198,0.236070265,0.0,2.6483001966964363,-1.4436257852193688,3.0900250617567107,1.690058914401716,-1.1514592978666938,3.765840495250065,vicia hirsuta
wfo-0000819385,Wahlenbergia stricta,Wahlenbergia,Campanulaceae,,,,0.3,0.02,0.1229,0.0,,-2.096384262410148,,-3.912023005428146,-1.203972804325936,,wahlenbergia stricta
wfo-0000908082,Zygochloa paradoxa,Zygochloa,Poaceae,,,,2.449489743,1.089,,0.0,4.31748811353631,,,0.0852598439508234,0.8958797347025447,,zygochloa paradoxa
wfo-0000512148,Abutilon otocarpum,Abutilon,Malvaceae,,,79.80172516,0.424264069,1.747,,0.0,6.145086515763547,,2.5282101562136856,0.5579000311519196,-0.8573992133669723,,abutilon otocarpum
wfo-0000201148,Acacia microbotrya,Acacia,Fabaceae,,,,7.0,28.67,,0.0,,,,3.3558512798952784,1.9459101490553128,,acacia microbotrya
wfo-0000514643,Acer negundo,Acer,Sapindaceae,,28.3498206,44.79586572,10.02481866,39.86635,,0.0,,,3.105639426855253,3.685532609673062,2.305063884250974,3.3446207021114107,acer negundo
wfo-0000528787,Alternanthera pungens,Alternanthera,Amaranthaceae,314.16,38.96820338,38.87240437,0.11,0.33,0.209294814,0.0,5.749902410269755,-1.5640114276680233,3.2474706793292256,-1.1086626245216111,-2.2072749131897207,3.6627460156448,alternanthera pungens
wfo-0000973549,Angophora leiocarpa,Angophora,Myrtaceae,,,,25.0,12.47,,0.0,,,,2.523325759691945,3.218875824868201,,angophora leiocarpa
wfo-0000848178,Anthoxanthum odoratum,Anthoxanthum,Poaceae,341.58,19.6240157,43.62778304,0.228821082,0.3945,,0.0,5.833581912191045,,3.132061105881155,-0.930136138696208,-1.47481488211288,2.976754106996635,anthoxanthum odoratum
wfo-0000188579,Archidendron grandiflorum,Archidendron,Fabaceae,1112.13,,,24.10142264,,0.463112733011145,0.0,7.014032374452318,-0.7697847707079117,,,3.18227086945976,,archidendron grandiflorum
wfo-0000555379,Atalaya salicifolia,Atalaya,Sapindaceae,,,,12.0,33.2704,0.460272684532205,0.0,,-0.7759361726697268,,3.504668112801514,2.4849066497880004,,atalaya salicifolia
wfo-0000561148,Bassia hyssopifolia,Bassia,Amaranthaceae,,,,0.22,0.5241,,0.0,,,,-0.6460727731740165,-1.5141277326297755,,bassia hyssopifolia
wfo-0000418179,Bridelia exaltata,Bridelia,Phyllanthaceae,,,,35.0,26.1996,0.4524147409866444,0.0,,-0.7931559513040758,,3.2657441434749344,3.555348061489413,,bridelia exaltata
wfo-0000428079,Bridelia tomentosa,Bridelia,Phyllanthaceae,675.0,,,3.741657387,17.0,,0.0,6.51471269087253,,,2.833213344056216,1.319528664868046,,bridelia tomentosa
wfo-0000809155,Melaleuca rugulosa,Melaleuca,Myrtaceae,,,,4.0,0.15665,,0.0,,,,-1.853741261583936,1.3862943611198906,,melaleuca rugulosa
wfo-0000584001,Cannabis sativa,Cannabis,Cannabaceae,,32.76,38.48148841,1.350363937,13.9479,0.234946802,0.0,8.489848715743053,-1.448396164932631,3.257577973839132,2.635328959301039,0.3003741390823434,3.4892082589848687,cannabis sativa
wfo-0000593681,Celtis paniculata,Celtis,Cannabaceae,,,,20.0,,0.3712392022371945,0.0,,-0.9909086741711788,,,2.995732273553991,,celtis paniculata
wfo-0000035974,Centaurea solstitialis,Centaurea,Asteraceae,,,48.15977453,0.581609104,3.4087,0.18,0.0,6.02957887921664,-1.7147984280919266,3.0332311596785773,1.226330986936603,-0.5419566995153264,,centaurea solstitialis
wfo-0000593916,Centaurium erythraea,Centaurium,Gentianaceae,251.24,21.32134449,49.71262845,0.112285915,0.015,0.249994667,0.0,5.52640865758618,-1.386315693347421,3.0014962845944875,-4.199705077879927,-2.186706848078035,3.0597086596920344,centaurium erythraea
wfo-0000925593,Corymbia torelliana,Corymbia,Myrtaceae,,,,30.0,3.11,,0.0,,,,1.1346227261911428,3.4011973816621555,,corymbia torelliana
wfo-0001254809,Cullen australasicum,Cullen,Fabaceae,300.0,,,2.0,5.065,0.294999464343077,0.0,5.703782474656201,-1.2207817384301454,,1.6223541377006463,0.6931471805599453,,cullen australasicum
wfo-0000765281,Dichopogon fimbriatus,Dichopogon,Asparagaceae,,,,0.75,1.31,0.5182,0.0,,-0.6573940108541275,,0.2700271372130602,-0.2876820724517809,,dichopogon fimbriatus
wfo-0000666286,Elattostachys xylocarpa,Elattostachys,Sapindaceae,,,,17.5,,0.507533348261412,0.0,,-0.6781928593651334,,,2.862200880929469,,elattostachys xylocarpa
wfo-0000012549,Elephantopus mollis,Elephantopus,Asteraceae,,,,0.112468265,1.17,,0.0,8.561600431256819,,,0.1570037488096647,-2.185084186021106,,elephantopus mollis
wfo-0000668406,Epacris longiflora,Epacris,Ericaceae,,,,1.0,0.11,,0.0,,,,-2.2072749131897207,0.0,,epacris longiflora
wfo-0000954612,Eucalyptus campanulata,Eucalyptus,Myrtaceae,,,,30.0,0.59,,0.0,,,,-0.527632742082372,3.4011973816621555,,eucalyptus campanulata
wfo-0000955381,Eucalyptus moluccana,Eucalyptus,Myrtaceae,,10.2,,30.0,1.5982,0.49,0.0,,-0.7133498878774648,,0.4688779959582254,3.4011973816621555,2.322387720290225,eucalyptus moluccana
wfo-0000691410,Flindersia xanthoxyla,Flindersia,Rutaceae,,,,45.0,73.08,0.4181910525713805,0.0,,-0.8718168873112203,,4.291554731509806,3.80666248977032,,flindersia xanthoxyla
wfo-0000692791,Fuchsia magellanica,Fuchsia,Onagraceae,,,49.87544829,3.0,0.18,,0.0,5.755742213586912,,2.998226415541827,-1.7147984280919266,1.0986122886681098,,fuchsia magellanica
wfo-0000695134,Gaultheria depressa,Gaultheria,Ericaceae,42.23,11.5,120.368009,0.122474487,0.02,,0.0,3.743130868945852,,2.117201487393571,-3.912023005428146,-2.099852540076191,2.4423470353692043,gaultheria depressa
wfo-0001090276,Glaucium corniculatum,Glaucium,Papaveraceae,,,,0.302241878,0.9487,,0.0,,,,-0.0526626525833059,-1.19652766164316,,glaucium corniculatum
wfo-0000188485,Gompholobium virgatum,Gompholobium,Fabaceae,,,,2.0,2.69,,0.0,,,,0.9895411936137476,0.6931471805599453,,gompholobium virgatum
wfo-0000714352,Hakea leucoptera,Hakea,Proteaceae,,5.34,955.7242499,2.0,17.1572,0.485,0.0,4.382026634673881,-0.7236063880446539,0.0452858490651906,2.8424179105829466,0.6931471805599453,1.6752256529721037,hakea leucoptera
wfo-0000720317,Heritiera littoralis,Heritiera,Malvaceae,,,,16.0,10685.8,,0.0,,,,9.27667103626546,2.772588722239781,,heritiera littoralis
wfo-0000036576,Leptorhynchos squamatus,Leptorhynchos,Asteraceae,,,,0.18445,0.1216,0.3833499999999999,0.0,,-0.9588068689772336,,-2.1070183094500705,-1.6903768549394524,,leptorhynchos squamatus
wfo-0000226785,Leptospermum squarrosum,Leptospermum,Myrtaceae,,,,3.0,0.1384,0.397368421,0.0,,-0.9228914160379574,,-1.977607235798568,1.0986122886681098,,leptospermum squarrosum
wfo-0000188776,Medicago minima,Medicago,Fabaceae,27.07,41.98603981,38.55344099,0.131272049,0.9719,,0.0,3.29842610362621,,3.255709922515289,-0.0285023604727121,-2.030483399238592,3.7373371775548816,medicago minima
wfo-0000241390,Mentha spicata,Mentha,Lamiaceae,,,50.8904702,0.507266064,,0.227458817,0.0,6.9333742915997565,-1.4807860811538098,2.9780795988878253,,-0.6787196319752933,,mentha spicata
wfo-0000451121,Misopates orontium,Misopates,Plantaginaceae,155.95,,35.40186112,0.335135436,0.1379,0.129614814,0.0,5.049535443053812,-2.0431881960407896,3.3409908862130737,-1.981226494182881,-1.0932205422917007,,misopates orontium
wfo-0000452390,Montia fontana,Montia,Montiaceae,,,29.6628108,0.124318693,0.2263,0.10800823,0.0,2.424802725718295,-2.2255478510575686,3.5178611793990417,-1.4858937263426453,-2.084906905609827,,montia fontana
wfo-0000606662,Cissus penninervis,Cissus,Vitaceae,1693.76,,,18.49324201,66.0,,0.0,7.434706188669622,,,4.189654742026425,2.917405368590409,,cissus penninervis
wfo-0001258261,Opuntia engelmannii,Opuntia,Cactaceae,,,,2.6,15.97,,0.0,,,,2.770711962226921,0.9555114450274363,,opuntia engelmannii
wfo-0000260765,Origanum vulgare,Origanum,Lamiaceae,344.05,19.32482331,45.14477933,0.404007712,0.0955,0.23,0.0,5.840786995648489,-1.4696759700589417,3.097880635262108,-2.3486290314954523,-0.9063213120942708,2.961390451352774,origanum vulgare
wfo-0000482088,Phytolacca dioica,Phytolacca,Phytolaccaceae,,,,7.0,6.72,,0.0,,,,1.9050881545350584,1.9459101490553128,,phytolacca dioica
wfo-0000274058,Planchonella australis,Planchonella,Sapotaceae,,,,30.0,1060.95,0.36714571415283,0.0,,-1.0019964684392368,,6.9669200121501085,3.4011973816621555,,planchonella australis
wfo-0000928205,Populus tremula,Populus,Salicaceae,2265.01,26.06274032,70.52530153,18.25204546,0.1113,,0.0,7.725334452918426,,2.651783746598077,-2.1955260207006377,2.9042771537480068,3.2605067204277787,populus tremula
wfo-0000373464,Cyperus flavescens,Cyperus,Cyperaceae,141.5,,29.23121894,0.143029912,0.0733,0.14,0.0,4.952299717083292,-1.9661128563728327,3.5325179990521134,-2.613194670089531,-1.9447014957710584,,cyperus flavescens
wfo-0000027543,Rhodanthe floribunda,Rhodanthe,Asteraceae,,,64.19068368,0.25,0.3609,,0.0,3.364187556028255,,2.745897192834971,-1.0191543673333945,-1.3862943611198906,,rhodanthe floribunda
wfo-0000302167,Salvia rosmarinus,Salvia,Lamiaceae,32.15,12.55124162,171.523756,1.253442854,0.9146,,0.0,3.470412450683628,,1.763033503018569,-0.0892684677581822,0.2258940484266151,2.529819594548703,salvia rosmarinus
wfo-0000505121,Sarcopetalum harveyanum,Sarcopetalum,Menispermaceae,,,,,10.88,,0.0,9.41897923708751,,,2.3869262414277967,,,sarcopetalum harveyanum
wfo-0000438672,Silene conica,Silene,Caryophyllaceae,316.0,,,0.164684634,0.3355,,0.0,5.755742213586912,,,-1.0921333225704004,-1.8037229430544304,,silene conica
wfo-0000319550,Syzygium tierneyanum,Syzygium,Myrtaceae,,,,25.0,133.38,,0.0,,,,4.89320219720416,3.218875824868201,,syzygium tierneyanum
wfo-0000454617,Talinum paniculatum,Talinum,Talinaceae,3226.98,,60.95888553,0.360848999,0.26,,0.0,8.079301994325908,,2.797555649759053,-1.3470736479666092,-1.019295693473522,,talinum paniculatum
wfo-0000750391,Tricoryne simplex,Tricoryne,Asphodelaceae,,,56.14823133,0.25,,,0.0,5.658994291866067,,2.87976009731427,,-1.3862943611198906,,tricoryne simplex
wfo-0000029971,Waitzia acuminata,Waitzia,Asteraceae,,,,0.302870186,0.26,,0.0,,,,-1.3470736479666092,-1.194450994317616,,waitzia acuminata
wfo-0000753893,Xanthorrhoea media,Xanthorrhoea,Asphodelaceae,359.36,,510.2040816,0.5,8.85,,0.0,5.884324671550078,,0.6729444733064259,2.180417459019838,-0.6931471805599453,,xanthorrhoea media
wfo-0000428174,Xylocarpus moluccensis,Xylocarpus,Meliaceae,,,,13.0,12387.43,0.218,0.0,,-1.523260216193048,,9.424437527764558,2.5649493574615367,,xylocarpus moluccensis
wfo-0000202385,Acacia cambagei,Acacia,Fabaceae,397.0,,,10.0,27.8405,0.3652,0.0,5.983936280687191,-1.0073101302613237,,3.326491795075059,2.302585092994046,,acacia cambagei
wfo-0000204387,Adenocarpus complicatus,Adenocarpus,Fabaceae,,,,2.0,8.1706,,0.0,,,,2.1005423455878547,0.6931471805599453,,adenocarpus complicatus
wfo-0000014938,Ageratum conyzoides,Ageratum,Asteraceae,,,,0.7,0.1296,,0.0,6.221504265110033,,,-2.043302495063963,-0.3566749439387324,,ageratum conyzoides
wfo-0000939100,Alchornea ilicifolia,Alchornea,Euphorbiaceae,675.0,,,18.0,20.5041,0.4528602743788335,0.0,6.51471269087253,-0.7921716461579082,,3.020624866147029,2.8903717578961645,,alchornea ilicifolia
wfo-0000528743,Alternanthera philoxeroides,Alternanthera,Amaranthaceae,,,,0.06,,,0.0,,,,,-2.8134107167600364,,alternanthera philoxeroides
wfo-0000050191,Aster squamatus,Aster,Asteraceae,,,40.83299306,0.775,0.1183,,0.0,6.961532984662608,,3.1982648709246764,-2.134531507997796,-0.25489224962879,,aster squamatus
wfo-0000556581,Atriplex semibaccata,Atriplex,Amaranthaceae,,,83.68200837,0.193649167,1.8765,0.206,0.0,4.605170185988092,-1.579879110192556,2.48073127835602,0.6294083395929385,-1.641707174605634,,atriplex semibaccata
wfo-0000028784,Bidens bipinnata,Bidens,Asteraceae,,30.74,18.0,0.963235381,2.3301,,0.0,,,4.017383521085972,0.8459111851115743,-0.0374574723364313,3.4255647381104497,bidens bipinnata
wfo-0000590645,Casuarina cristata,Casuarina,Casuarinaceae,6.11,,675.6756757,8.660254038,4.6324,,0.0,1.809926773183504,,0.3920420877400236,1.5330750923280854,2.158744056786124,,casuarina cristata
wfo-0000031637,Celmisia costiniana,Celmisia,Asteraceae,,,,0.515,2.97,0.2054794521,0.0,,-1.582409239826181,,1.0885619528146082,-0.6635883783184009,,celmisia costiniana
wfo-0000605874,Cissampelos pareira,Cissampelos,Menispermaceae,1740.84,32.1,29.76190476,4.0,5.99,,0.0,7.462123034338811,,3.5145260670331586,1.790091412127358,1.3862943611198906,3.4688560301359703,cissampelos pareira
wfo-0000923682,Coprosma robusta,Coprosma,Rubiaceae,2059.71,,70.33872564,3.464101615,6.8937,,0.0,7.630320475174628,,2.6544327692457124,1.9306079510468632,1.2424533248542338,,coprosma robusta
wfo-0000176871,Dichrostachys cinerea,Dichrostachys,Fabaceae,,25.07788614,131.3254519,4.731509393,28.0429,,0.0,8.117082721609943,,2.030076671066745,3.333735480498986,1.554244262169717,3.2219864275235706,dichrostachys cinerea
wfo-0000676799,Erodium cicutarium,Erodium,Geraniaceae,220.59,27.4932548,44.60191627,0.108083519,1.7063,0.198490036,0.0,5.39630577487624,-1.6170163765883288,3.1099784551840504,0.5343272835510822,-2.224851026644837,3.3139406945864667,erodium cicutarium
wfo-0000954896,Eucalyptus eugenioides,Eucalyptus,Myrtaceae,1163.78,6.0,,19.03017915,12.728,0.62,0.0,7.059428606991557,-0.4780358009429998,,2.5438042910354857,2.9460260953467725,1.791759469228055,eucalyptus eugenioides
wfo-0000185190,Gastrolobium grandiflorum,Gastrolobium,Fabaceae,,,,3.0,22.51,,0.0,,,,3.113959654918641,1.0986122886681098,,gastrolobium grandiflorum
wfo-0000708973,Grevillea banksii,Grevillea,Proteaceae,675.0,,,0.4,19.1597,,0.0,6.51471269087253,,,2.952809114800091,-0.916290731874155,,grevillea banksii
wfo-0000714251,Hakea conchifolia,Hakea,Proteaceae,1711.15,5.919966216,231.4814815,6.5,30.1,,0.0,7.444920938079968,,1.463255402176019,3.40452517175483,1.871802176901592,1.778330742122874,hakea conchifolia
wfo-0000714388,Hakea mitchellii,Hakea,Proteaceae,,5.4,311.5279914,4.0,3.84,,0.0,,,1.1662660847596973,1.3454723665996355,1.3862943611198906,1.6863989535702288,hakea mitchellii
wfo-0000714508,Hakea ulicina,Hakea,Proteaceae,,,270.2702703,2.0,6.42,,0.0,,,1.3083328195401789,1.8594181177018696,0.6931471805599453,,hakea ulicina
wfo-0000874166,Heteropogon contortus,Heteropogon,Poaceae,,11.73656566,63.33875818,0.480261649,1.7586,,0.0,5.484630944611529,,2.759257843684297,0.5645180379627647,-0.7334242215110399,2.4627092383840004,heteropogon contortus
wfo-0000728768,Iberis amara,Iberis,Brassicaceae,,,,0.193934597,2.694,,0.0,,,,0.9910270779881722,-1.6402343056255,,iberis amara
wfo-0001214976,Lagunaria patersonia,Lagunaria,Malvaceae,,,,3.158179799,26.47,,0.0,6.51471269087253,,,3.27601201623901,1.1499958486649309,,lagunaria patersonia
wfo-0000186750,Lespedeza juncea,Lespedeza,Fabaceae,,26.54806616,51.20327701,1.0,1.4164,,0.0,,,2.971951744883288,0.3481184412556117,0.0,3.278956907370373,lespedeza juncea
wfo-0000878541,Lophatherum gracile,Lophatherum,Poaceae,1427.52,22.9,,1.4,2.63,,0.0,7.2636939519399,,,0.9669838461896731,0.3364722366212129,3.131136910560194,lophatherum gracile
wfo-0000239842,Melaleuca squamea,Melaleuca,Myrtaceae,,,,3.0,0.14,,0.0,,,,-1.9661128563728327,1.0986122886681098,,melaleuca squamea
wfo-0000452366,Muehlenbeckia complexa,Muehlenbeckia,Polygonaceae,86.65,,26.55221906,7.071067812,,,0.0,4.461877016161616,,3.628641954372525,,1.956011502733097,,muehlenbeckia complexa
wfo-0000389747,Oenothera speciosa,Oenothera,Onagraceae,,19.08431789,66.22073579,0.5,0.09,,0.0,,,2.7147616356290856,-2.407945608651872,-0.6931471805599453,2.948866944924476,oenothera speciosa
wfo-0000785685,Patersonia occidentalis,Patersonia,Iridaceae,,8.614986941,379.5073246,0.75,2.6,0.32,0.0,,-1.1394342831883648,0.968881381673946,0.9555114450274363,-0.2876820724517809,2.1535033541342865,patersonia occidentalis
wfo-0000490463,Persicaria capitata,Persicaria,Polygonaceae,4168.19,,,1.650963624,0.61,,0.0,8.335237167806888,,,-0.4942963218147801,0.5013591319878173,,persicaria capitata
wfo-0001263022,Ptilotus spathulatus,Ptilotus,Amaranthaceae,,,,0.06,3.86,,0.0,,,,1.3506671834767394,-2.8134107167600364,,ptilotus spathulatus
wfo-0000288776,Ptychosperma elegans,Ptychosperma,Arecaceae,,,,15.0,212.5559,,0.0,,,,5.359205012594096,2.70805020110221,,ptychosperma elegans
wfo-0000186780,Rhynchosia minima,Rhynchosia,Fabaceae,,,,1.575,10.8092,0.401689711981567,0.0,,-0.912075349143362,,2.3803976233621547,0.4542552722775964,,rhynchosia minima
wfo-0000440805,Silene nocturna,Silene,Caryophyllaceae,,,,0.387298335,0.12,,0.0,,,,-2.120263536200091,-0.9485599914637,,silene nocturna
wfo-0000499198,Sloanea woollsii,Sloanea,Elaeocarpaceae,,,,50.0,,0.4082612044334395,0.0,,-0.8958481024783126,,,3.912023005428146,,sloanea woollsii
wfo-0000065337,Solenogyne dominii,Solenogyne,Asteraceae,,,,0.1,0.37,0.1911739009999999,0.0,,-1.654571788727977,,-0.9942522733438668,-2.302585092994045,,solenogyne dominii
wfo-0000504707,Stenocarpus salignus,Stenocarpus,Proteaceae,,,124.6882793,21.0,,0.4879178834743045,0.0,7.98996375782457,-0.7176081588572869,2.081938421892424,,3.044522437723423,,stenocarpus salignus
wfo-0000425204,Veronica serpyllifolia,Veronica,Plantaginaceae,,,43.71147912,0.133648536,0.0458,0.17,0.0,5.236441962829949,-1.7719568419318752,3.130144531283434,-3.083471187861998,-2.0125417904414915,,veronica serpyllifolia
wfo-0000819778,Wahlenbergia gloriosa,Wahlenbergia,Campanulaceae,,,,0.23,0.02,0.2476683938,0.0,,-1.3956645493363455,,-3.912023005428146,-1.4696759700589417,,wahlenbergia gloriosa
wfo-0000751962,Xanthorrhoea johnsonii,Xanthorrhoea,Asphodelaceae,675.0,,,15.13167054,17.323,,0.0,6.51471269087253,,,2.852035098296804,2.716789934130906,,xanthorrhoea johnsonii
wfo-0000617397,Zingiber officinale,Zingiber,Zingiberaceae,5871.62,23.21999139,45.07550261,0.75,,,0.0,8.67788585430386,,3.099416359428023,,-0.2876820724517809,3.145013605468644,zingiber officinale
wfo-0000200977,Acacia spectabilis,Acacia,Fabaceae,,,,4.0,24.1168,,0.0,,,,3.182908693074128,1.3862943611198906,,acacia spectabilis
wfo-0001110003,Asplenium flaccidum,Asplenium,Aspleniaceae,,,76.39451187,1.173712545,2.2e-05,0.224659226937483,0.0,4.919688912393432,-1.4931705718078263,2.571844419552163,-10.724468104605958,0.1601718404880525,,asplenium flaccidum
wfo-0000559597,Banksia coccinea,Banksia,Proteaceae,,4.0,,6.5,12.8499,,0.0,,,,2.5533360292097806,1.871802176901592,1.3862943611198906,banksia coccinea
wfo-0000188297,Barklya syringifolia,Barklya,Fabaceae,,,,18.0,69.87,0.4566837747979355,0.0,,-0.7837640864686264,,4.246636372564359,2.8903717578961645,,barklya syringifolia
wfo-0000562031,Beilschmiedia obtusifolia,Beilschmiedia,Lauraceae,,,,35.0,10000.0,0.491291549123022,0.0,,-0.7107175410077398,,9.210340371976184,3.555348061489413,,beilschmiedia obtusifolia
wfo-0000022732,Brachyscome lineariloba,Brachyscome,Asteraceae,,,57.93742758,0.2,0.6486,,0.0,,,2.848391685624482,-0.4329390851089195,-1.6094379124341005,,brachyscome lineariloba
wfo-0000573853,Buckinghamia celsissima,Buckinghamia,Proteaceae,,,,30.0,24.156,,0.0,,,,3.1845327964456547,3.4011973816621555,,buckinghamia celsissima
