wfo_taxon_id,wfo_accepted_name,Genus,Family,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),LDMC,SSD used (mg/mm3),logLA,logLDMC,logSLA,logSM,logH,logNmass,species_key
wfo-0000085388,Erigeron acris,Erigeron,Asteraceae,270.5,,51.75983437,0.201028357,0.1,,0.0,5.600272098286537,,2.961140828755972,-2.302585092994045,-1.6043093012718626,,erigeron acris
wfo-0000678085,Eryngium nudicaule,Eryngium,Apiaceae,,26.01,,0.05,0.47,,0.0,,,,-0.7550225842780328,-2.995732273553991,3.25848107946056,eryngium nudicaule
wfo-0000679161,Erysimum rhaeticum,Erysimum,Brassicaceae,,,,0.334695488,,,0.0,,,,,-1.094534151584733,,erysimum rhaeticum
wfo-0000682052,Euonymus sachalinensis,Euonymus,Celastraceae,,,,,50.0,,0.0,,,,3.912023005428146,,,euonymus sachalinensis
wfo-0000686924,Ferulago galbanifera,Ferulago,Apiaceae,,,,0.798956974,,,0.0,,,,,-0.2244481844780809,,ferulago galbanifera
wfo-0000872004,Festuca rupicola,Festuca,Poaceae,112.24,19.99954926,70.59654517,0.251344251,0.58,,0.0,4.720639435794205,,2.650774070949432,-0.5447271754416722,-1.3809317615936938,2.995709736300029,festuca rupicola
wfo-0000691669,Fouquieria splendens,Fouquieria,Fouquieriaceae,106.61,11.4775871,50.01140843,3.04,52.0198,,0.0,4.669177315962384,,2.995504130980488,3.9516244153379896,1.1118575154181305,2.4403961858730643,fouquieria splendens
wfo-0000693060,Fumana thymifolia,Fumana,Cistaceae,4.2,9.23,122.133,0.344202546,1.4164,0.456711,0.0,1.4350845252893227,-0.783704473248092,2.102644664111638,0.3481184412556117,-1.066524998369765,2.222459048514761,fumana thymifolia
wfo-0000768374,Gagea bohemica,Gagea,Liliaceae,134.51,42.14,55.12679162,0.054481399,,0.09,0.0,4.90163854572049,-2.407945608651872,2.898119444700191,,-2.9098959383222724,3.740997408376043,gagea bohemica
wfo-0000700571,Geranium gymnocaulon,Geranium,Geraniaceae,1693.6,24.72893043,58.34305718,,9.9,0.26,0.0,7.434611719820655,-1.3470736479666092,2.8414149131044337,2.2925347571405443,,3.207973830699113,geranium gymnocaulon
wfo-0001002812,Geum canadense,Geum,Rosaceae,2139.42,12.3,50.51018526,0.568125576,2.1215,0.2143493,0.0,7.668290043243778,-1.540148351630444,2.9855802747203453,0.7521233856602426,-0.5654128001895216,2.509599262378372,geum canadense
wfo-0001012958,Geum glaciale,Geum,Rosaceae,,,,0.05,,,0.0,,,,,-2.995732273553991,,geum glaciale
wfo-0000775442,Gustavia augusta,Gustavia,Lecythidaceae,55000.0,22.34,88.57395926,16.0,796.0,,0.0,10.915088464214609,,2.4239173781161707,6.679599185844383,2.772588722239781,3.1063787936410545,gustavia augusta
wfo-0000714941,Halocnemum strobilaceum,Halocnemum,Amaranthaceae,,20.21459162,,0.4,0.8,,0.0,,,,-0.2231435513142097,-0.916290731874155,3.0064047010583503,halocnemum strobilaceum
wfo-0000979110,Hamelia patens,Hamelia,Rubiaceae,1583.51,33.4,66.31299735,5.82,0.3777,,0.0,7.367399181083478,,2.71336936254181,-0.973655049263726,1.7613002617433464,3.5085558999826545,hamelia patens
wfo-0000426118,Veronica odora,Veronica,Plantaginaceae,,7.204998265,232.2894472,0.7,,,0.0,3.66791114767774,,1.4597710677021176,,-0.3566749439387324,1.97477498864646,veronica odora
wfo-0000716665,Hedyosmum mexicanum,Hedyosmum,Chloranthaceae,5680.0,20.58750617,46.4037123,15.0,0.93,,0.0,8.644706511715198,,3.0703758164847565,-0.0725706928348353,2.70805020110221,3.0246843952001314,hedyosmum mexicanum
wfo-0001087257,Heisteria cauliflora,Heisteria,Olacaceae,,,,,101.542,,0.0,,,,4.620472505996534,,,heisteria cauliflora
wfo-0000655271,Hemerocallis lilioasphodelus,Hemerocallis,Asphodelaceae,,,,0.696198222,44.5286,,0.0,,,,3.796131679360377,-0.3621208574718918,,hemerocallis lilioasphodelus
wfo-0000723127,Hibiscus syriacus,Hibiscus,Malvaceae,,,32.10892317,2.0,15.5328,,0.0,7.518900333461491,,3.438621307101721,2.7429539171100905,0.6931471805599453,,hibiscus syriacus
wfo-0000724172,Hoheria angustifolia,Hoheria,Malvaceae,,,62.63011712,10.95445115,2.498,,0.0,5.227626625925267,,2.770509012416228,0.915490411703386,2.393745871381591,,hoheria angustifolia
wfo-0000001098,Hymenopappus filifolius,Hymenopappus,Asteraceae,283.39,,175.2355411,,2.16,,0.0,5.646824040818919,,1.7416242608933683,0.7701082216960737,,,hymenopappus filifolius
wfo-0000728092,Hypericum perfoliatum,Hypericum,Hypericaceae,,,43.0292599,0.391486764,,,0.0,,,3.1458749319077106,,-0.937803572551916,,hypericum perfoliatum
wfo-0000728977,Iberis umbellata,Iberis,Brassicaceae,490.25,,29.13752914,0.252875159,2.13265,0.14,0.0,6.194915465076456,-1.9661128563728327,3.535728274534961,0.7573653378865103,-1.3748593547252703,,iberis umbellata
wfo-0001337938,Oreojuncus trifidus,Oreojuncus,Juncaceae,74.84,32.27749739,116.0324649,0.130832168,0.1334,0.4254445,0.0,4.315352501405889,-0.854620774258673,2.1538852572044407,-2.014403145500614,-2.0338399374738207,3.474370312205452,oreojuncus trifidus
wfo-0000735441,Juniperus communis var. saxatilis,Juniperus,Cupressaceae,14.44,,178.8533306,2.18,70.7,,0.0,2.67000213346468,,1.7211891911413058,4.258445572902527,0.7793248768009977,,juniperus communis var. saxatilis
wfo-0000509693,Larix gmelinii,Larix,Pinaceae,,16.62953831,96.70980886,39.96909337,3.4783,,0.0,3.912023005428146,,2.33604044567958,1.246543668681451,3.688106489703903,2.811180530342001,larix gmelinii
wfo-0001347057,Silphiodaucus prutenicus,Silphiodaucus,Apiaceae,5944.8,,78.06401249,0.433437656,,0.22,0.0,8.69027216684326,-1.5141277326297755,2.5502261159117428,,-0.8360073085595687,,silphiodaucus prutenicus
wfo-0000212689,Lathyrus latifolius,Lathyrus,Fabaceae,,,56.15673336,1.281861019,54.3062,0.22,0.0,,-1.5141277326297755,2.8796086876229943,3.994638400900616,0.2483129431053612,,lathyrus latifolius
wfo-0001071258,Sassafras albidum,Sassafras,Lauraceae,2646.78,,63.15722322,5.937095699,79.4797,,0.0,7.881099085814962,,2.76212805477901,4.375501643142019,1.7812200742423396,,sassafras albidum
wfo-0000814821,Legousia pentagonia,Legousia,Campanulaceae,,,,,0.2,,0.0,,,,-1.6094379124341005,,,legousia pentagonia
wfo-0000173706,Leucaena diversifolia,Leucaena,Fabaceae,,,,,29.4973,,0.0,,,,3.3842987337333383,,,leucaena diversifolia
wfo-0000360816,Levisticum officinale,Levisticum,Apiaceae,,,37.03703704,1.373383359,1.6673,0.19,0.0,11.12118573148054,-1.6607312068216509,3.295836865924329,0.5112055515842762,0.3172773004862087,,levisticum officinale
wfo-0000362322,Ligusticum lucidum,Ligusticum,Apiaceae,,,,0.877459436,,,0.0,,,,,-0.1307245514912335,,ligusticum lucidum
wfo-0000677845,Lilium lancifolium,Lilium,Liliaceae,3000.0,,,0.6,,,0.0,8.006367567650246,,,,-0.5108256237659907,,lilium lancifolium
wfo-0000213845,Lupinus nootkatensis,Lupinus,Fabaceae,,,,0.774596669,21.5444,,0.0,,,,3.0701159219912286,-0.255412812194749,,lupinus nootkatensis
wfo-0000778183,Luzula sylvatica,Luzula,Juncaceae,,18.734994,52.53574114,0.46372565,0.7223,0.2723825,0.0,,-1.300547950529676,2.9462615573935595,-0.3253147139253358,-0.7684621731775637,2.9303931119893947,luzula sylvatica
wfo-0000744192,Lysimachia europaea,Lysimachia,Primulaceae,176.49,20.37131792,26.35755995,0.097116897,0.6194,0.24923651,0.0,5.1732642175444745,-1.3893529939719589,3.636000140020831,-0.4790040114430347,-2.331839902346111,3.014127927213076,lysimachia europaea
wfo-0000691294,Maianthemum dilatatum,Maianthemum,Asparagaceae,9050.0,,,1.071954446,24.7677,,0.0,9.110520036693972,,,3.20954038493086,0.0694835673427123,,maianthemum dilatatum
wfo-0001078880,Mouriri myrtilloides,Mouriri,Melastomataceae,1331.79,17.56,74.41403869,3.0,68.4768,,0.0,7.1942791810134015,,2.598110662873308,4.226495001769692,1.0986122886681098,2.8656235882069705,mouriri myrtilloides
wfo-0000447393,Myrica gale,Myrica,Myricaceae,144.78,25.45584412,87.0754172,1.411935754,1.1498,,0.0,4.975215348864995,,2.4409806714696582,0.1395880142070534,0.3449616380358938,3.236945348069454,myrica gale
wfo-0000380295,Nasturtium microphyllum,Nasturtium,Brassicaceae,2084.54,,15.22700382,0.523368063,0.125,0.074833148,0.0,7.642303486390758,-2.592494337085704,4.184684860253408,-2.079441541679836,-0.6474703090893987,,nasturtium microphyllum
wfo-0000381892,Neea psychotrioides,Neea,Nyctaginaceae,6909.8,,15.34053084,15.0,240.0,,0.0,8.840695972782784,,4.177256878687397,5.480638923341991,2.70805020110221,,neea psychotrioides
wfo-0001287002,Opuntia phaeacantha,Opuntia,Cactaceae,,,,,20.15,,0.0,,,,3.003204288392692,,,opuntia phaeacantha
wfo-0000387301,Oxalis articulata,Oxalis,Oxalidaceae,,,,0.35,,,0.0,8.058960017769417,,,,-1.0498221244986778,,oxalis articulata
wfo-1000000015,Oreomecon alpina,Oreomecon,Papaveraceae,,,38.196,0.144110832,0.18,0.135721,0.0,,-1.9971539709824355,3.265024480894181,-1.7147984280919266,-1.9371726087809664,,oreomecon alpina
wfo-0000269718,Phlomoides tuberosa,Phlomoides,Lamiaceae,,,,0.943587932,1.52,,0.0,6.551080335043404,,,0.418710334858185,-0.0580657208479085,,phlomoides tuberosa
wfo-0000395875,Phyllodoce caerulea,Phyllodoce,Ericaceae,8.09,10.9969698,103.1413297,0.114609975,0.0179,,0.0,2.0906287310704004,,2.2716550982570487,-4.022954566135428,-2.1662204366046063,2.3976197621215167,phyllodoce caerulea
wfo-0000817455,Phyteuma nigrum,Phyteuma,Campanulaceae,1806.15,,20.16209349,0.230184546,0.1356,0.12489996,0.0,7.4989527870063375,-2.0802421821068613,3.9039509974203583,-1.998045903475841,-1.4688739178757595,,phyteuma nigrum
wfo-0000393766,Pistacia vera,Pistacia,Anacardiaceae,,19.55300488,,7.0,1176.25,,0.0,,,,7.070086690899589,1.9459101490553128,2.9731289769221765,pistacia vera
wfo-0001107393,Polypodium interjectum,Polypodium,Polypodiaceae,5757.11,,65.96659124,0.45,4.85e-05,,0.0,8.658190891667145,,2.718606858448141,-9.933946760020836,-0.7985076962177716,,polypodium interjectum
wfo-0000157846,Polystichum lonchitis,Polystichum,Dryopteridaceae,8352.22,20.84,135.6852103,0.272821713,1.94e-05,,0.0,9.030282650771673,,1.9974177062902447,-10.850237491894992,-1.298936763071689,3.0368742168851663,polystichum lonchitis
wfo-0001425783,Polystichum neozelandicum subsp. neozelandicum,Polystichum,Dryopteridaceae,55.48,,88.33922261,0.4,1.94e-05,,0.0,4.016022595446631,,2.426571072829837,-10.850237491894992,-0.916290731874155,,polystichum neozelandicum subsp. neozelandicum
wfo-0000931154,Populus angustifolia,Populus,Salicaceae,793.39,,75.53803978,19.12066944,1.0982,,0.0,6.67631490401794,,2.5831189114652835,0.0936724758626352,2.950769919562632,,populus angustifolia
wfo-0000928244,Populus trichocarpa,Populus,Salicaceae,,20.57577814,97.0,26.6390065,,,0.0,,,2.3330443004787544,,3.282376551433224,3.02411456553207,populus trichocarpa
wfo-0000991296,Potentilla micrantha,Potentilla,Rosaceae,,19.34926333,30.68462084,0.070472987,0.6,,0.0,,,3.4839936997434093,-0.5108256237659907,-2.6525258057102263,2.962654347950046,potentilla micrantha
wfo-0000282152,Pouteria torta,Pouteria,Sapotaceae,,20.05270143,86.54309492,33.86886292,,,0.0,10.029549556099752,,2.4471127819406595,,3.522496094373601,2.99836387934002,pouteria torta
wfo-0000741980,Primula veris subsp. macrocalyx,Primula,Primulaceae,,,36.52301193,0.18,0.901,,0.0,8.907883013942248,,3.309812753216905,-0.1042500213737991,-1.7147984280919266,,primula veris subsp. macrocalyx
wfo-0000176721,Strombocarpa torquata,Strombocarpa,Fabaceae,1.59,26.6,52.15995044,3.08,16.0,,0.0,0.4637340162321402,,2.953440311517565,2.772588722239781,1.1249295969854831,3.2809112157876537,strombocarpa torquata
wfo-0001106785,Protea longifolia,Protea,Proteaceae,1086.06,,295.983671,1.010091401,47.8972,,0.0,6.990311747586516,,1.2174509917202916,3.86905704759348,0.0100408227982524,,protea longifolia
wfo-0000172643,Pterocarpus angolensis,Pterocarpus,Fabaceae,,19.85724049,84.5759524,,218.148,,0.0,,,2.4701053033678324,5.385173731523925,,2.988568700825881,pterocarpus angolensis
wfo-0000397457,Pulmonaria longifolia,Pulmonaria,Boraginaceae,31623.0,,,0.244948974,4.54,,0.0,10.3616399829233,,,1.5129270120532563,-1.4067053595162458,,pulmonaria longifolia
wfo-0000291420,Quercus ithaburensis subsp. macrolepis,Quercus,Fagaceae,,,,25.0,,,0.0,,,,,3.218875824868201,,quercus ithaburensis subsp. macrolepis
wfo-0000462800,Ranunculus nivalis,Ranunculus,Ranunculaceae,,30.5,49.67709886,0.05,,,0.0,,,3.0022112395999003,,-2.995732273553991,3.417726683613366,ranunculus nivalis
wfo-0000213394,Retama monosperma,Retama,Fabaceae,,,,1.5,129.33,,0.0,4.31748811353631,,,4.862367277427153,0.4054651081081644,,retama monosperma
wfo-0000400806,Rhododendron ferrugineum,Rhododendron,Ericaceae,,,,0.739863622,0.0267,,0.0,,,,-3.623091713575933,-0.3012894043628518,,rhododendron ferrugineum
wfo-0000438181,Saponaria lutea,Saponaria,Caryophyllaceae,,,,0.093060486,,,0.0,,,,,-2.3745056101421342,,saponaria lutea
wfo-0000526693,Schoenoplectus americanus,Schoenoplectus,Cyperaceae,,13.27906556,150.3759398,,1.6931,,0.0,,,1.894616854997763,0.5265611681520491,,2.586188777114762,schoenoplectus americanus
wfo-0000310772,Sideroxylon inerme,Sideroxylon,Sapotaceae,1484.72,18.6,178.2965806,5.477225575,173.03,,0.0,7.3029814812700495,,1.7243069320871796,5.153464989868557,1.7005986908216455,2.923161580719156,sideroxylon inerme
wfo-0000438866,Silene borysthenica,Silene,Caryophyllaceae,,,,,0.21,,0.0,,,,-1.5606477482646683,,,silene borysthenica
wfo-0000438718,Silene chlorifolia,Silene,Caryophyllaceae,,,,0.4,,,0.0,,,,,-0.916290731874155,,silene chlorifolia
wfo-0000787661,Sisyrinchium bermudiana,Sisyrinchium,Iridaceae,,,,0.240822469,0.6265,,0.0,5.755742213586912,,,-0.4676065046460141,-1.423695260099895,,sisyrinchium bermudiana
wfo-0000314626,Stachys spinulosa,Stachys,Lamiaceae,,,,0.4,,,0.0,,,,,-0.916290731874155,,stachys spinulosa
wfo-0000874118,Hesperostipa comata,Hesperostipa,Poaceae,,18.42232378,98.80643635,0.414499134,4.469,,0.0,4.499809670330265,,2.31459253110726,1.4971646699513146,-0.8806843936731437,2.9135631781362696,hesperostipa comata
wfo-0000497975,Swertia iberica,Swertia,Gentianaceae,6237.41,21.98,38.13882532,0.2,,0.14,0.0,8.738320311097961,-1.9661128563728327,3.266522478445154,,-1.6094379124341005,3.090132948975475,swertia iberica
wfo-0000319847,Tabernaemontana elegans,Tabernaemontana,Apocynaceae,,,,4.242640687,,,0.0,,,,,1.4451858789199663,,tabernaemontana elegans
wfo-0000408552,Terminalia prunioides,Terminalia,Combretaceae,,,61.3,10.24695077,142.2051,,0.0,6.483978531502669,,2.791975436039971,4.957270381704911,2.3269801754730643,,terminalia prunioides
wfo-0000322520,Teucrium pseudochamaepitys,Teucrium,Lamiaceae,,,,0.262074139,7.5,,0.0,,,,2.0149030205422647,-1.3391278419679855,,teucrium pseudochamaepitys
wfo-0000454689,Thesium humile,Thesium,Santalaceae,,,,0.2,,,0.0,,,,,-1.6094379124341005,,thesium humile
wfo-0001142727,Tilia mandshurica,Tilia,Malvaceae,,27.3948481,31.65499966,30.0,,,0.0,8.006367567650246,,3.4528591757268465,,3.4011973816621555,3.31035497016756,tilia mandshurica
wfo-0001291000,Viburnum betulifolium,Viburnum,Viburnaceae,,17.0,57.01254276,5.404392867,5.94,,0.0,,,2.864483986933637,1.7817091333745536,1.6872121167523038,2.833213344056216,viburnum betulifolium
wfo-0000174340,Vicia americana,Vicia,Fabaceae,,42.07733664,41.3536264,0.325426956,12.8953,,0.0,4.429506416858203,,3.1855951612369484,2.5568629038940163,-1.1226172480461556,3.7395092736507167,vicia americana
wfo-0000212745,Vicia lathyroides,Vicia,Fabaceae,537.4,,35.464019335,0.235115958,10.17165,0.21,0.0,6.286742696181391,-1.5606477482646683,3.339236636338766,2.3196044387885824,-1.4476764482407498,,vicia lathyroides
wfo-0001284777,Vachellia seyal,Vachellia,Fabaceae,,24.68,,7.984955488,42.8562,,0.0,,,,3.757850325358884,2.0775592071993407,3.205993199037187,vachellia seyal
wfo-0000822901,Adenophora triphylla,Adenophora,Campanulaceae,,,21.16573004,0.9,0.17,,0.0,6.551080335043404,,3.855371912809405,-1.7719568419318752,-0.1053605156578262,,adenophora triphylla
wfo-0000520872,Adinandra formosana,Adinandra,Pentaphylacaceae,,14.0,99.1,,,,0.0,6.998692273974239,,2.311625837646195,,,2.6390573296152584,adinandra formosana
wfo-0000843445,Agrostis clavata,Agrostis,Poaceae,,,,,0.11,,0.0,,,,-2.2072749131897207,,,agrostis clavata
wfo-0000525192,Alcea setosa,Alcea,Malvaceae,,,,,11.445,,0.0,,,,2.43755295340453,,,alcea setosa
wfo-0000756800,Allium narcissiflorum,Allium,Amaryllidaceae,,,,0.215443469,,,0.0,,,,,-1.5350567286774963,,allium narcissiflorum
wfo-0000213510,Amorpha fruticosa,Amorpha,Fabaceae,,47.29432726,,2.461809059,6.5994,,0.0,,,,1.886978735808989,0.9008964695150562,3.856390357227356,amorpha fruticosa
wfo-0000540357,Aphloia theiformis,Aphloia,Aphloiaceae,33.63,,88.15468889,14.0,5.71,,0.0,3.515418525752178,,2.4286621793804777,1.742219023667919,2.6390573296152584,,aphloia theiformis
wfo-0000542862,Arabis soyeri,Arabis,Brassicaceae,,,,0.175978418,,,0.0,,,,,-1.7373939164630452,,arabis soyeri
wfo-0000547670,Aristolochia clematitis,Aristolochia,Aristolochiaceae,8534.32,,59.25503791,0.453819409,9.0907,0.264952826,0.0,9.05185096011549,-1.3282034839368222,2.825904474564696,2.2072519129252166,-0.7900559376082976,,aristolochia clematitis
wfo-0001116106,Asplenium petrarchae,Asplenium,Aspleniaceae,,,,0.031622777,,,0.0,,,,,-3.453877626895204,,asplenium petrarchae
wfo-0000638637,Astelia graminea,Astelia,Asteliaceae,1686.32,,141.2429379,0.5,,,0.0,7.430303918891639,,1.9572739073736285,,-0.6931471805599453,,astelia graminea
wfo-0000213528,Astragalus angustifolius,Astragalus,Fabaceae,,,,,2.3979,,0.0,,,,0.8745933543179459,,,astragalus angustifolius
wfo-0000293633,Astrocaryum mexicanum,Astrocaryum,Arecaceae,,16.69499925,74.79431563,8.0,3679.806,,0.0,9.07595146893753,,2.593013391140752,8.210615312382062,2.079441541679836,2.8151092284719867,astrocaryum mexicanum
wfo-0000557450,Axyris amaranthoides,Axyris,Amaranthaceae,,,,1.2,1.3077,,0.0,,,,0.2682698689303196,0.1823215567939546,,axyris amaranthoides
wfo-0000559974,Barbarea bracteosa,Barbarea,Brassicaceae,407.84,63.19592494,24.04250075,0.391486764,,0.122096755,0.0,6.010874940627805,-2.102941474795218,3.727932150182879,,-0.937803572551916,4.146239820276496,barbarea bracteosa
wfo-0000072578,Bellis perennis,Bellis,Asteraceae,358.55,25.00600463,33.08750673,0.05307153,0.1207,,0.0,5.882068120328584,,3.4085995080288622,-2.114447150878651,-2.936114652710534,3.2191159812283536,bellis perennis
wfo-0000569494,Boscia albitrunca,Boscia,Capparaceae,,30.46392243,242.4360182,8.879040017,138.15,,0.0,6.542428731906756,,1.417017445891375,4.9283400513694255,2.1836934449664893,3.4165431123215746,boscia albitrunca
wfo-0000569726,Boswellia serrata,Boswellia,Burseraceae,,13.2,125.6281407,,68.03,,0.0,,,2.0744289998842915,4.219948784356969,,2.580216829592325,boswellia serrata
wfo-0000719031,Heliotropium verdcourtii,Heliotropium,Heliotropiaceae,,22.07280453,98.47367023,,2.04,,0.0,,,2.3179660738467054,0.712949807856125,,3.094346286504406,heliotropium verdcourtii
wfo-0000164496,Bowdichia virgilioides,Bowdichia,Fabaceae,,22.15666544,127.528451,,26.6682,,0.0,,,2.0594157941787814,3.2834718443527104,,3.0981383740220574,bowdichia virgilioides
wfo-0000572960,Bryonia cretica,Bryonia,Cucurbitaceae,5363.43,,34.20610818,2.866328377,13.9929,0.12,0.0,8.58735897477305,-2.120263536200091,3.375351049106586,2.6385500581176826,1.053031899604602,,bryonia cretica
wfo-0000575711,Bupleurum ranunculoides,Bupleurum,Apiaceae,341.83,20.21840885,100.813,0.238110158,1.55,0.318161,0.0,5.834313537455971,-1.1451977350149734,2.2944879634065907,0.4382549309311553,-1.435021863652604,3.0065935186067376,bupleurum ranunculoides
wfo-0000857112,Calamagrostis canadensis,Calamagrostis,Poaceae,1088.96,12.88524932,,0.863133825,0.0997,,0.0,6.9929783913125405,,,-2.3055896020143445,-0.1471855303958319,2.556083193548481,calamagrostis canadensis
wfo-0000828380,Campanula pyramidalis,Campanula,Campanulaceae,,,,1.8,,,0.0,,,,,0.5877866649021191,,campanula pyramidalis
wfo-0000585223,Capparis tomentosa,Capparis,Capparaceae,709.0,,,2.620741394,174.93,,0.0,6.563855526532128,,,5.164385893902175,0.963457252552346,,capparis tomentosa
wfo-0000186050,Caragana pygmaea,Caragana,Fabaceae,7.0,37.18423381,,0.464158883,,,0.0,1.9459101490553128,,,,-0.7675283651096981,3.6158848491292126,caragana pygmaea
wfo-0000186047,Caragana stenophylla,Caragana,Fabaceae,,36.22019267,71.21499773,0.726848237,,,0.0,,,2.642051840470895,,-0.3190375756475869,3.5896167718778944,caragana stenophylla
wfo-0000592269,Cecropia membranacea,Cecropia,Urticaceae,65212.72,,,20.0,1.5,,0.0,11.08540982091131,,,0.4054651081081644,2.995732273553991,,cecropia membranacea
wfo-0000018040,Centaurea stoebe,Centaurea,Asteraceae,415.12,,46.20236136,0.594292848,,0.157231001,0.0,6.028567635059484,-1.8500392110507151,3.07472437051229,,-0.520383071008033,,centaurea stoebe
wfo-0000856242,Chrysophyllum marginatum,Chrysophyllum,Sapotaceae,,,,10.0,,,0.0,,,,,2.302585092994046,,chrysophyllum marginatum
wfo-0000922664,Coprosma intertexta,Coprosma,Rubiaceae,12.82,,99.60159363,0.8,,,0.0,2.551006451492524,,2.306577114218383,,-0.2231435513142097,,coprosma intertexta
wfo-0000932555,Croton tiglium,Croton,Euphorbiaceae,700.0,28.84737589,43.49931842,3.16227766,217.9,,0.0,6.551080335043404,,3.135010009515998,5.384036241950574,1.1512925464437769,3.362019031798204,croton tiglium
wfo-0000629437,Cupania dentata,Cupania,Sapindaceae,,15.01333037,115.3405606,20.0,,,0.0,7.117440674211817,,2.159866130393989,,2.995732273553991,2.7089384977831994,cupania dentata
wfo-0000194429,Enterolobium timbouva,Enterolobium,Fabaceae,,,,,200.0,,0.0,,,,5.298317366548036,,,enterolobium timbouva
wfo-0000180886,Erythrina latissima,Erythrina,Fabaceae,,,,6.214465012,,,0.0,,,,,1.8268796411288464,,erythrina latissima
wfo-0000180919,Erythrina lysistemon,Erythrina,Fabaceae,,,,7.829735282,156.1464,,0.0,,,,5.050794028708279,2.057928701257512,,erythrina lysistemon
wfo-0000685494,Fagopyrum tataricum,Fagopyrum,Polygonaceae,,,,0.492704063,20.1229,,0.0,,,,3.001858470033927,-0.7078465630688189,,fagopyrum tataricum
wfo-0000691059,Firmiana simplex,Firmiana,Malvaceae,33129.0,20.2705559,32.2467318,14.73145601,142.372,,0.0,10.40816431071524,,3.434338580410437,4.958443350430335,2.689985072161161,3.00916938485352,firmiana simplex
wfo-0000832374,Fraxinus caroliniana,Fraxinus,Oleaceae,,,47.10316932,7.907623395,78.1531,,0.0,9.872995870297316,,3.055414991051605,4.35866972338722,2.067827280881477,,fraxinus caroliniana
wfo-0001066655,Nemophila aphylla,Nemophila,Hydrophyllaceae,5000.0,8.9,80.0,0.5,,,0.0,8.517193191416238,,2.525728644308256,,-0.6931471805599453,2.186051276738094,nemophila aphylla
wfo-0000968061,Galeopsis tetrahit,Galeopsis,Lamiaceae,,30.85,31.69540784,0.365548726,4.2745,0.123693169,0.0,6.752912693176468,-2.089951223420548,3.451583471684056,1.4526671364841512,-1.0063556954082342,3.4291367503513968,galeopsis tetrahit
wfo-0000697068,Gentiana brachyphylla,Gentiana,Gentianaceae,,18.45265399,66.297,0.03,,0.251335,0.0,2.8081971497071487,-1.380968568364543,2.7136106316828594,,-3.506557897319982,2.9152082078379253,gentiana brachyphylla
wfo-0000701561,Geranium viscosissimum,Geranium,Geraniaceae,2505.36,,69.56219115,0.91,8.4895,,0.0,7.826187715768152,,2.665534089848413,2.1388301057739296,-0.0943106794712412,,geranium viscosissimum
wfo-0000775958,Juncus balticus subsp. mexicanus,Juncus,Juncaceae,,,,0.24,0.03,,0.0,,,,-3.506557897319982,-1.4271163556401458,,juncus balticus subsp. mexicanus
wfo-0000776809,Juncus longistylis,Juncus,Juncaceae,,,212.2129377,0.53,0.01,,0.0,6.237738515811046,,1.5501650852922904,-4.605170185988091,-0.6348782724359695,,juncus longistylis
wfo-0000017474,Klasea flavescens,Klasea,Asteraceae,,,,0.4,,,0.0,,,,,-0.916290731874155,,klasea flavescens
wfo-0000361500,Lappula squarrosa,Lappula,Boraginaceae,693.0,,32.88391976,0.42794459,1.8,0.12,0.0,6.541029999189903,-2.120263536200091,3.414771501787673,0.5877866649021191,-0.8487615543981706,,lappula squarrosa
wfo-0000212701,Lathyrus pratensis,Lathyrus,Fabaceae,615.86,36.09389375,39.19587517,0.364590827,11.5462,,0.0,6.423019664975887,,3.239183762977388,2.446356378505,-1.008979576132511,3.58612370283222,lathyrus pratensis
wfo-0001070322,Lindera megaphylla,Lindera,Lauraceae,,18.01752952,41.77135298,22.36067977,391.3898,,0.0,9.159047077588632,,3.175544509807787,5.969703994326029,3.107304048987583,2.8913451462222213,lindera megaphylla
wfo-0000363842,Linum campanulatum,Linum,Linaceae,,,,0.181712059,,,0.0,,,,,-1.7053319381432803,,linum campanulatum
wfo-0001050710,Lithraea caustica,Lithraea,Anacardiaceae,,9.16515139,190.1140684,10.62658569,,,0.0,,,1.6601310269656184,,2.363358945086853,2.2154083994312934,lithraea caustica
wfo-0000232970,Magnolia acuminata,Magnolia,Magnoliaceae,,,,26.50833768,87.2058,,0.0,,,,4.46827084246446,3.2774593129406777,,magnolia acuminata
wfo-0000691280,Maianthemum bifolium,Maianthemum,Asparagaceae,1218.27,31.80334149,30.56662918,0.132896937,13.0698,0.236482256,0.0,7.105187098580444,-1.4418821013489955,3.487846414778983,2.570304225300229,-2.018181360932596,3.45957136256768,maianthemum bifolium
wfo-0000369427,Maytenus acuminata,Maytenus,Celastraceae,480.0,15.96,155.7632399,,,,0.0,6.173786103901937,,1.859418117543869,,,2.7700855920216627,maytenus acuminata
wfo-0001215345,Mertensia lanceolata,Mertensia,Boraginaceae,351.94,33.456,71.82618255,0.157388889,0.96,,0.0,5.863460706523616,,2.633506209929312,-0.0408219945202551,-1.84903553634182,3.510231142686278,mertensia lanceolata
wfo-0000244577,Mimusops elengi,Mimusops,Sapotaceae,,16.7,125.6281407,14.0,629.4133,,0.0,,,2.0744289998842915,6.444788115643143,2.6390573296152584,2.815408719422709,mimusops elengi
wfo-0000104345,Olearia phlogopappa,Olearia,Asteraceae,,,,2.0,0.4847,,0.0,,,,-0.7242251361308067,0.6931471805599453,,olearia phlogopappa
