TRY 30 AccSpecies ID,Species name standardized against TPL,Taxonomic level,Status according to TPL,Genus,Family,Phylogenetic Group within angiosperms,Phylogenetic Group General,Adaptation to terrestrial or aquatic habitats,Woodiness,Growth Form,Succulence,Nutrition type (parasitism),Nutrition type (carnivory),Leaf type,Leaf area (mm2),Leaf area (n.o.),Nmass (mg/g),Nmass (n.o.),LMA (g/m2),LMA (n.o.),Plant height (m),Plant height (n.o.),Diaspore mass (mg),Diaspore mass (n.o.),SSD observed (mg/mm3),SSD (n.o.),LDMC (g/g),LDMC (n.o.),SSD imputed (mg/mm3),SSD combined (mg/mm3),Number of traits with values
34518,Luzula wahlenbergii,species,accepted,Luzula,Juncaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.36,4,NA,NA,NA,NA,NA,NA,1
34540,Lycium afrum,species,accepted,Lycium,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,1.5,4,NA,NA,NA,NA,NA,NA,NA,NA,1
34544,Lycium barbarum,species,accepted,Lycium,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,climber,NA,independent,NA,broadleaved,1188,9,NA,NA,72.28067944,7,1.703643449,21,1.712,10,NA,NA,0.16,7,0.17971,0.17971,5
34548,Lycium chinense,species,accepted,Lycium,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,35.71216924,10,NA,NA,1.952041776,15,2.65,11,NA,NA,NA,NA,NA,NA,3
34553,Lycium europaeum,species,accepted,Lycium,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,1.936491673,4,1.76,6,NA,NA,NA,NA,NA,NA,2
34567,Lycium schweinfurthii,species,accepted,Lycium,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1
34568,Lycium shawii,species,accepted,Lycium,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,6,NA,NA,NA,NA,NA,NA,1
34577,Lycopodiella inundata,species,accepted,Lycopodiella,Lycopodiaceae,non-Angiosperm,Pteridophyte,semiaquatic,non-woody,fern,NA,independent,NA,broadleaved,2.96,5,NA,NA,16.89189189,5,0.048335086,23,9.41e-6,NA,NA,NA,NA,NA,NA,NA,4
34585,Lycopodium clavatum,species,accepted,Lycopodium,Lycopodiaceae,non-Angiosperm,Pteridophyte,terrestrial,non-woody,fern,NA,independent,NA,broadleaved,2.39,5,8.344249731,17,45.89261129,5,0.126025349,16,9.41e-6,NA,NA,NA,NA,NA,NA,NA,5
34605,Lycopus europaeus,species,accepted,Lycopus,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,524.64,16,21.65397951,10,35.40779293,24,0.624969147,31,0.2649,28,0.194394912,10,NA,NA,NA,0.194394912,6
34606,Lycopus exaltatus,species,accepted,Lycopus,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.865349742,8,NA,NA,NA,NA,NA,NA,NA,NA,1
34612,Lygeum spartum,species,accepted,Lygeum,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,294.75,1,NA,NA,150.1501502,2,0.65,1,89.9318,5,NA,NA,NA,NA,NA,NA,4
34639,Lysichiton americanus,species,accepted,Lysichiton,Araceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.1,1,54.5368,3,NA,NA,NA,NA,NA,NA,2
34653,Lysimachia ephemerum,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,49.628,NA,NA,NA,0.32,1,NA,NA,0.1624,NA,0.1809676,0.1809676,3
54916,Lysimachia europaea,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,176.49,22,20.37131792,15,26.35755995,31,0.097116897,83,0.6194,15,NA,NA,0.24923651,23,0.226469931,0.226469931,6
5791,Lysimachia linum-stellatum,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,21.1556429,1,0.114471424,15,0.3107,15,NA,NA,NA,NA,NA,NA,3
26331,Lysimachia maritima,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,39.57,16,21.20834964,22,58.28274302,17,0.116748461,30,0.3888,14,NA,NA,0.165227116,20,0.182449009,0.182449009,6
34659,Lysimachia nemorum,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,238.29,5,NA,NA,33.81058545,4,0.21351848,19,0.356,14,NA,NA,0.193390796,4,0.197206777,0.197206777,5
34660,Lysimachia nummularia,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,267.82,10,17.1,1,35.47669909,16,0.304152126,16,0.2031,11,NA,NA,0.217294693,9,0.209732419,0.209732419,6
34661,Lysimachia punctata,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2841,3,NA,NA,42.46754675,6,0.664649653,24,0.3286,22,NA,NA,0.24,2,0.22163,0.22163,5
89299,Lysimachia serpyllifolia,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
34665,Lysimachia thyrsiflora,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1613.75,7,NA,NA,26.25360987,5,0.503608879,20,NA,NA,NA,NA,0.2,5,0.20067,0.20067,4
34666,Lysimachia vulgaris,species,accepted,Lysimachia,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1922.41,12,24.16463906,23,45.21412225,46,0.711353763,66,0.2844,37,0.223614782,6,NA,NA,NA,0.223614782,6
34673,Lythrum hyssopifolia,species,accepted,Lythrum,Lythraceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,12.5,6,NA,NA,41.61464836,5,0.194290121,13,0.126,50,NA,NA,0.21,5,0.20591,0.20591,5
34674,Lythrum junceum,species,accepted,Lythrum,Lythraceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
34675,Lythrum portula,species,accepted,Lythrum,Lythraceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,31,4,NA,NA,41.64064939,2,0.105015632,19,0.0322,14,NA,NA,0.27,2,0.23735,0.23735,5
34676,Lythrum salicaria,species,accepted,Lythrum,Lythraceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,595.68,37,21.2570114,12,53.28039801,57,0.713313708,45,0.062,41,0.281366618,6,NA,NA,NA,0.281366618,6
34677,Lythrum tribracteatum,species,accepted,Lythrum,Lythraceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.01,7,NA,NA,NA,NA,NA,NA,1
34678,Lythrum virgatum,species,accepted,Lythrum,Lythraceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.908560296,6,NA,NA,NA,NA,NA,NA,NA,NA,1
34679,Maackia amurensis,species,accepted,Maackia,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,6569.69,2,37.23252043,12,76.04562738,10,12.43174158,10,32.444,12,0.89,1,NA,NA,NA,0.89,6
34842,Macleaya cordata,species,accepted,Macleaya,Papaveraceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.5,2,1.4325,9,NA,NA,NA,NA,NA,NA,2
34849,Maclura pomifera,species,accepted,Maclura,Moraceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,12.9389282,23,34.8771,33,0.84,2,NA,NA,NA,0.84,3
35032,Magnolia grandiflora,species,accepted,Magnolia,Magnoliaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,9770.16,88,13.4,10,111.0324363,83,15.36854058,56,64.1135,19,0.440110165,6,NA,NA,NA,0.440110165,6
35086,Maianthemum bifolium,species,accepted,Maianthemum,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1218.27,25,31.80334149,8,30.56662918,30,0.132896937,43,13.0698,24,NA,NA,0.236482256,24,0.212686244,0.212686244,6
50550,Maianthemum stellatum,species,accepted,Maianthemum,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.6,1,24.1883,5,NA,NA,NA,NA,NA,NA,2
50551,Maianthemum trifolium,species,accepted,Maianthemum,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,17.47951894,5,NA,NA,NA,NA,12.13,2,NA,NA,NA,NA,NA,NA,2
35140,Malaxis monophyllos,species,accepted,Malaxis,Orchidaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.102747886,6,NA,NA,NA,NA,NA,NA,NA,NA,1
35156,Malcolmia maritima,species,accepted,Malcolmia,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.3,3,0.405,8,NA,NA,NA,NA,NA,NA,2
35225,Malus baccata,species,accepted,Malus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub/tree,NA,independent,NA,broadleaved,NA,NA,16.73,12,NA,NA,10,7,11.6873,20,0.55,2,NA,NA,NA,0.55,4
35230,Malus domestica,species,accepted,Malus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,1620,4,26.642635,2,62.74205295,9,5.114735007,16,25.7151,1,NA,NA,NA,NA,NA,NA,5
35239,Malus mandshurica,species,accepted,Malus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,6.09,5,6.86,1,NA,NA,NA,NA,NA,NA,2
35245,Malus prunifolia,species,accepted,Malus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,7.605904922,6,NA,NA,NA,NA,NA,NA,NA,NA,1
35246,Malus pumila,species,accepted,Malus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,3162,3,17.36,3,NA,NA,10,15,22.4092,15,0.64,3,NA,NA,NA,0.64,5
35256,Malus sylvestris,species,accepted,Malus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub/tree,NA,independent,NA,broadleaved,816.06,88,22.49625915,23,80.99104288,114,7.092849602,57,23.492,22,0.644358858,10,NA,NA,NA,0.644358858,6
35261,Malva aegyptia,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.4,11,NA,NA,NA,NA,NA,NA,1
35262,Malva alcea,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1375.5,5,NA,NA,35.5366027,5,0.706599006,7,3.1905,9,NA,NA,0.13,5,0.16399,0.16399,5
89661,Malva arborea,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,NA,31623,2,NA,NA,NA,NA,0.9563987,8,12.9,2,NA,NA,NA,NA,NA,NA,3
35268,Malva moschata,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2732.47,10,NA,NA,50.5333834,9,0.41758455,23,2.1972,4,NA,NA,0.209507538,6,0.20565195,0.20565195,5
32563,Malva multiflora,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,36.68351128,4,47.80114723,8,0.707106781,8,7.01,6,NA,NA,NA,NA,NA,NA,4
35269,Malva neglecta,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,298.14,9,NA,NA,39.80243677,9,0.265771138,26,2.0254,19,NA,NA,0.21,2,0.20591,0.20591,5
35270,Malva nicaeensis,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.438432765,10,7.6905,12,NA,NA,NA,NA,NA,NA,2
35271,Malva parviflora,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2250,1,NA,NA,153.8461538,1,0.707106781,18,2.1087,23,NA,NA,NA,NA,NA,NA,4
35272,Malva pusilla,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1093,5,NA,NA,45.01108309,9,0.153309131,25,2.84,NA,NA,NA,0.15,5,0.17447,0.17447,5
88034,Malva subovata,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1
35274,Malva sylvestris,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,7727.5,12,28.9,5,44.22874104,13,0.683941782,31,3.6411,23,NA,NA,0.17,11,0.18495,0.18495,6
35275,Malva verticillata,species,accepted,Malva,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,15805.89,5,NA,NA,36.87315634,5,1.110572456,20,1.97,6,NA,NA,0.16,5,0.17971,0.17971,5
35306,Mandragora officinarum,species,accepted,Mandragora,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,23.8,11,NA,NA,NA,NA,NA,NA,1
89760,Mantisalca salmantica,species,accepted,Mantisalca,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
35548,Marrubium alysson,species,accepted,Marrubium,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,1.03,6,NA,NA,NA,NA,NA,NA,2
69452,Marrubium catariifolium,species,accepted,Marrubium,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,6,NA,NA,NA,NA,NA,NA,1
35553,Marrubium peregrinum,species,accepted,Marrubium,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.432674871,6,1,7,NA,NA,NA,NA,NA,NA,2
35554,Marrubium pestalozzae,species,accepted,Marrubium,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.1,7,NA,NA,NA,NA,NA,NA,1
35556,Marrubium vulgare,species,accepted,Marrubium,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,306.63,5,NA,NA,90.59665936,5,0.419339313,35,0.8222,27,NA,NA,0.22,2,0.21115,0.21115,5
35588,Marsilea quadrifolia,species,accepted,Marsilea,Marsileaceae,non-Angiosperm,Pteridophyte,aquatic,non-woody,fern,NA,independent,NA,broadleaved,534.21,10,31.54651667,3,29.87342125,10,0.097208065,10,2.2e-5,NA,NA,NA,NA,NA,NA,NA,5
35678,Matricaria chamomilla,species,accepted,Matricaria,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,24.40214739,NA,0.278555317,16,0.05,101,NA,NA,NA,NA,NA,NA,3
35672,Matricaria discoidea,species,accepted,Matricaria,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,354.98,5,NA,NA,38.43775576,2,0.161609837,27,0.0828,92,NA,NA,0.132211541,NA,0.165148848,0.165148848,5
35685,Matthiola fruticulosa,species,accepted,Matthiola,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,0.4,11,NA,NA,NA,NA,NA,NA,2
89910,Matthiola fruticulosa subsp. valesiaca,variety or subspecies,accepted,Matthiola,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110668192,8,NA,NA,NA,NA,NA,NA,NA,NA,1
35686,Matthiola incana,species,accepted,Matthiola,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid/shrub,NA,independent,NA,broadleaved,590,15,30.83,1,44.40497336,15,0.363001529,27,1.6516,17,NA,NA,0.11,5,0.15351,0.15351,6
35688,Matthiola longipetala,species,accepted,Matthiola,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.17,11,NA,NA,NA,NA,NA,NA,1
69487,Matthiola odoratissima,species,accepted,Matthiola,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.55,6,NA,NA,NA,NA,NA,NA,1
35694,Matthiola sinuata,species,accepted,Matthiola,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.282842712,10,1.5892,8,NA,NA,NA,NA,NA,NA,2
35695,Matthiola tricuspidata,species,accepted,Matthiola,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
35800,Medicago arabica,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,225.18,11,NA,NA,34.09139644,12,0.257786696,28,2.3183,36,NA,NA,0.18493242,10,0.175623235,0.175623235,5
35801,Medicago arborea,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,34.2,2,NA,NA,1.732050808,4,7.8296,7,NA,NA,NA,NA,NA,NA,3
35803,Medicago blancheana,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,1
55041,Medicago brachycarpa,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,2.1,11,NA,NA,NA,NA,NA,NA,1
35805,Medicago carstiensis,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.363424119,6,2.1,7,NA,NA,NA,NA,NA,NA,2
35808,Medicago constricta,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,1
35809,Medicago coronata,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,1.0909,7,NA,NA,NA,NA,NA,NA,2
35812,Medicago disciformis,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,3.3407,7,NA,NA,NA,NA,NA,NA,2
35813,Medicago doliata,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,10.7089,7,NA,NA,NA,NA,NA,NA,1
35814,Medicago falcata,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,33.00020479,15,NA,NA,0.350580516,10,1.5878,36,NA,NA,NA,NA,NA,NA,3
35818,Medicago heyniana,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,1
35820,Medicago hybrida,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,4.3,7,NA,NA,NA,NA,NA,NA,1
35821,Medicago intertexta,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,15.65,7,NA,NA,NA,NA,NA,NA,1
35822,Medicago laciniata,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,15,1,NA,NA,42.22972973,1,0.05,3,1.7968,13,NA,NA,NA,NA,NA,NA,4
35824,Medicago littoralis,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.3,4,2.901,15,NA,NA,NA,NA,NA,NA,2
NA,Medicago lupulina,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,247.91,NA,33.14329316,NA,34.57480816,NA,0.238027748,NA,1.4429,NA,0.2198899,NA,NA,NA,NA,0.2198899,6
35826,Medicago marina,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,2,4.3429,17,NA,NA,NA,NA,NA,NA,2
35827,Medicago minima,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,27.07,5,41.98603981,12,38.55344099,32,0.131272049,51,0.9719,53,0.2,NA,NA,NA,NA,0.2,6
55051,Medicago monspeliaca,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.122474487,8,NA,NA,NA,NA,NA,NA,NA,NA,1
35829,Medicago murex,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,6.6317,8,NA,NA,NA,NA,NA,NA,1
35830,Medicago muricoleptis,species,accepted,Medicago,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7,NA,NA,NA,NA,NA,NA,1
