wfo_accepted_name,EIVEres-L,EIVEres-T,EIVEres-M,EIVEres-R,EIVEres-N,Species name standardized against TPL,Genus,Family,Woodiness,Growth Form,Leaf type,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),SSD observed (mg/mm3),SSD combined (mg/mm3),SSD used (mg/mm3),Leaf area (n.o.),Nmass (n.o.),LMA (n.o.),Plant height (n.o.),Diaspore mass (n.o.),SSD (n.o.),ssd_imputed_used,min_records_6traits,Myco_Group_Final
Thalictrum alpinum,7.58017426360044,1.49774872643523,5.06440555661079,5.74523573752759,2.40421896307236,Thalictrum alpinum,Thalictrum,Ranunculaceae,non-woody,herbaceous non-graminoid,broadleaved,98.43,18.87,70.13052696,0.051510192,0.85,NA,0.288242614,0.288242614,110,3,24,34,1,NA,1,1,Pure_NM
Thalictrum minus,6.18578490237285,4.54365503888199,3.03261993125717,7.82143734595492,3.17963282542424,Thalictrum minus,Thalictrum,Ranunculaceae,non-woody,herbaceous non-graminoid,broadleaved,9099.22,25.33,51.95126507,0.508532346,1.5312,0.34422,0.34422,0.34422,31,7,40,36,30,NA,0,7,Facultative_AM_NM
Thlaspi arvense,6.56922808291888,4.01355948641222,3.91112541802993,6.71232293558766,6.56707694678865,Thlaspi arvense,Thlaspi,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,560.33,40.4,45.930678639999996,0.261411187,1.0824,NA,0.179600691,0.179600691,12,2,22,36,55,NA,1,2,Pure_NM
Thuja occidentalis,4.64779133727531,5.16569603307991,5.00717120243444,6.27353877561402,2.5333025009942,Thuja occidentalis,Thuja,Cupressaceae,woody,tree,scale-shaped,10,10.36186131,222.9658554,18.58835289,1.3045,0.334664011,0.334664011,0.334664011,2,25,16,41,15,3,0,2,Pure_AM
Thymus dolomiticus,8.19776558893594,5.16671418252143,3.30890612644024,8.40467409505545,2.69137665853019,Thymus dolomiticus,Thymus,Lamiaceae,semi-woody,shrub,broadleaved,4.94,13.78133774,106.4291236,0.5,0.2087,NA,0.281714108,0.281714108,NA,NA,NA,NA,NA,NA,1,NA,NA
Thymus nummularius,7.45868626769425,2.51967478749518,4.40872970377336,5.68716360525586,3.34877226823573,Thymus nummularius,Thymus,Lamiaceae,semi-woody,shrub,broadleaved,68.68,25.96,58.44535359,0.3,0.16,NA,0.22163,0.22163,2,1,1,1,1,NA,1,1,NA
Thymus praecox,8.43927087571977,4.87510173564631,2.36817117010635,7.94090906244028,1.47407620622191,Thymus praecox,Thymus,Lamiaceae,semi-woody,shrub,broadleaved,12.6,26.38,68.72909319,0.080614714,0.1362,NA,0.219874195,0.219874195,11,1,15,15,19,NA,1,1,NA
Thymus praecox subsp. polytrichus,8.02881099019744,2.57202790164187,3.21457004693244,7.49170631414613,1.83080306803268,Thymus praecox subsp. polytrichus,Thymus,Lamiaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,11.33,18.34478496,63.49435105,0.043088694,0.1239,NA,0.249835258,0.249835258,58,19,76,18,19,NA,1,18,NA
Thymus serpyllum,7.35362734873063,4.32018036274188,2.51686218042877,4.65729451305115,1.50381013631396,Thymus serpyllum,Thymus,Lamiaceae,non-woody,shrub,broadleaved,7.3,22.5,131.9754642,0.059617562,0.1877,NA,0.246377541,0.246377541,7,3,11,21,35,NA,1,3,Facultative_AM_NM
Tilia cordata,4.27227243867191,4.31165858715778,4.39963389039201,5.90579722512134,4.95155884944785,Tilia cordata,Tilia,Malvaceae,woody,tree,broadleaved,2818.29,23.92724782,42.17441931,18.78393416,34.5443,0.451045048,0.451045048,0.451045048,24,62,70,56,28,82,0,24,Pure_EM
Tilia platyphyllos,3.50134232396586,4.57109747217555,4.44592224635805,6.94069753950664,6.6208134925005,Tilia platyphyllos,Tilia,Malvaceae,woody,tree,broadleaved,6034.07,29.9833287,40.67800757,29.82456886,91.2612,0.453651849,0.453651849,0.453651849,16,5,24,41,20,6,0,5,Mixed_Uncertain
Tofieldia pusilla,8.17223624537005,1.06078810864952,6.34770877300515,6.31656528117419,2.00846079323723,Tofieldia pusilla,Tofieldia,Tofieldiaceae,non-woody,herbaceous non-graminoid,broadleaved,49.79,15.25735064,60.90744276,0.063535636,0.0353,NA,0.253274845,0.253274845,46,16,29,51,12,NA,1,12,Facultative_AM_NM
Tolpis staticifolia,8.99101890090449,3.10102896115141,3.18455756377557,7.87078327760143,2.14301629704909,Tolpis staticifolia,Tolpis,Compositae,non-woody,herbaceous non-graminoid,broadleaved,387.98,15.70871956,61.57143871,0.210815856,0.12,NA,0.173258512,0.173258512,10,3,10,8,NA,NA,1,3,NA
Tordylium maximum,6.86229904941654,5.89966808114288,2.91625818262671,6.00908462496598,4.86501019977335,Tordylium maximum,Tordylium,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,8771.5,19.8,38.59288873,0.70343027,4.1495,0.174,0.174,0.174,10,8,18,39,19,NA,0,8,Low_Confidence
Torilis arvensis,7.19327821205539,5.45816896633512,3.495119294859,7.94497663429293,5.4999645681384,Torilis arvensis,Torilis,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,984.5,20.12,35.61253561,0.597485861,1.8049,NA,0.19543,0.19543,7,1,6,26,17,NA,1,1,Pure_NM
Torilis japonica,5.88437789662942,4.52586484389824,4.27298221334901,7.47693161773803,7.50286066060441,Torilis japonica,Torilis,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,2976.32,23.05,36.66202945,0.600501154,1.7614,0.159,0.159,0.159,7,4,12,35,36,NA,0,4,Pure_NM
Tragopogon dubius,7.87064388326396,5.29286741230503,3.26919428866397,7.26068342388734,5.10859291098428,Tragopogon dubius,Tragopogon,Compositae,non-woody,herbaceous non-graminoid,broadleaved,610.56,26.31,46.20020256,0.486993772,8.2142,0.367153132,0.367153132,0.367153132,26,7,33,47,31,5,0,5,Facultative_AM_NM
Tragopogon porrifolius,8.13602335127303,5.80563775952012,3.21781263548317,6.66420818950284,6.10962734120266,Tragopogon porrifolius,Tragopogon,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1398.57,20.44076122,32.86230693,0.916514907,10.9937,NA,0.17447,0.17447,15,3,15,29,24,NA,1,3,NA
Tragopogon pratensis,7.48559048305736,4.02075391829559,3.60984845033219,6.78968109749256,5.73425822943291,Tragopogon pratensis,Tragopogon,Compositae,non-woody,herbaceous non-graminoid,broadleaved,681.68,21.9,42.59361179,0.470495524,7.0628,0.16139,0.16139,0.16139,25,4,38,94,62,7,0,4,Facultative_AM_NM
Tragus racemosus,8.97809003039451,6.04049081340188,2.76663336588889,7.29930333985155,5.81975894050211,Tragus racemosus,Tragus,Poaceae,non-woody,herbaceous graminoid,broadleaved,700,22.1833552,49.05929175,0.192324057,0.3194,NA,0.370254982,0.370254982,2,8,6,17,5,NA,1,2,Facultative_AM_NM
Trapa natans,8.0196742593541,5.29740453697989,8.92302005485729,5.99829107603579,7.83202706318977,Trapa natans,Trapa,Lythraceae,non-woody,herbaceous non-graminoid,broadleaved,2278.57,27.78832,78.70494156,0.2876908,834,NA,0.209938865,0.209938865,20,3,20,11,11,NA,1,3,NA
Tribulus terrestris,8.48061461945713,6.5653647990858,2.39097881862192,7.55730889043398,4.69389254973933,Tribulus terrestris,Tribulus,Zygophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,68.06,33.76302493,32.62656598,0.038193803,13.1133,NA,0.257174285,0.257174285,14,29,17,21,17,NA,1,14,NA
Trifolium alpestre,6.40997714477304,4.43338917226893,3.18552754309673,6.53011719192323,3.15943242503414,Trifolium alpestre,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,235.26,25,83.53863708,0.214683794,1.2898,0.30908,0.30908,0.30908,10,4,14,20,17,NA,0,4,Facultative_AM_NM
Trifolium arvense,8.02344048214919,4.48795258604552,2.66428680757128,4.02250749318806,1.75169801514578,Trifolium arvense,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,54.67,25.67953442,49.39021837,0.146673338,0.3968,0.41294,0.41294,0.41294,19,15,58,88,88,NA,0,15,Pure_NM
Trifolium badium,7.67874160317054,1.92011780679377,4.99952294261627,7.62781781273162,4.24720794917683,Trifolium badium,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,108.32,44.95,20.41232905,0.144224957,0.8843,NA,0.16529,0.16529,6,4,6,14,14,NA,1,4,Facultative_AM_NM
Trifolium dubium,6.45810636648794,4.3886300166529,4.17006731612633,5.62698023106309,4.41526587921875,Trifolium dubium,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,39.8,33.31,39.86603366,0.20803714,0.3526,0.33,0.33,0.33,8,2,27,35,44,2,0,2,Facultative_AM_NM
Trifolium hybridum,6.9628357295695,4.43087199890747,5.31462905929109,6.94384912492181,5.76848306271419,Trifolium hybridum,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,1410.42,42.61312705,43.73732549,0.433453327,0.7191,NA,0.209630967,0.209630967,29,4,32,50,50,NA,1,4,Facultative_AM_NM
Trifolium medium,6.90895060691275,4.29573046264165,4.00151004684604,6.13415199354979,3.11601540321228,Trifolium medium,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,479,33.6,55.23730993,0.284415422,2.0912,0.2786,0.2786,0.2786,3,1,24,38,37,NA,0,1,Facultative_AM_NM
Trifolium montanum,7.38212949051071,4.0792448726242,3.20685358563457,7.69178148035166,2.679335914338,Trifolium montanum,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,739.36,35.4315684,51.132050220000004,0.274879754,0.7353,NA,0.224076075,0.224076075,20,7,33,32,28,NA,1,7,Facultative_AM_NM
Trifolium pratense,7.09518340012285,3.98259046141993,4.4530063859788,6.32197912461531,5.16302231378618,Trifolium pratense,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,479.71,39.00307162,43.36656461,0.307332886,1.5576,0.206316975,0.206316975,0.206316975,131,106,272,322,148,13,0,13,Facultative_AM_NM
Trifolium repens,7.80443350926649,5.31817786256992,4.66401092022997,5.97719469521013,6.73808840477744,Trifolium repens,Trifolium,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,204.05,42.36512452,37.15652491,0.158034098,0.5339,0.1511877,0.1511877,0.1511877,146,90,255,292,156,7,0,7,Pure_AM
Trigonella foenum-graecum,8.28460366383297,6.83677967608052,3.2764382320666,6.30184669838804,5.12256449078318,Trigonella foenum-graecum,Trigonella,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,213.26,33.3,45.85147193,0.414825951,11.8572,NA,0.16529,0.16529,10,5,10,16,35,NA,1,5,NA
Trinia glauca,8.90527453730504,5.49171705690761,1.9742160907061,7.95267394194804,1.78109108707398,Trinia glauca,Trinia,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,554.31,26.6026208,71.74494676,0.213662255,1.6633,NA,0.208499531,0.208499531,16,3,16,22,22,NA,1,3,NA
Tripleurospermum maritimum,8.53062387260608,4.25471337042747,4.64527359807922,7.09728742605533,8.03219146267107,Tripleurospermum maritimum,Tripleurospermum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,153.79,24.4,67.24901613,0.235029222,0.2096,0.19352,0.19352,0.19352,7,4,15,31,11,NA,0,4,Facultative_AM_NM
Tripolium pannonicum subsp. tripolium,8.27973804807085,4.88826018447112,6.68555158728765,6.92967763170674,6.69464716758819,Tripolium pannonicum subsp. tripolium,Tripolium,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1743.47,15,55.89925321,0.308575919,0.98740000000000006,NA,0.162808835,0.162808835,21,1,23,33,18,NA,1,1,NA
Trisetum flavescens,7.10409138726721,3.83081445780642,4.46163136530857,6.14460700794201,5.14727950305059,Trisetum flavescens,Trisetum,Poaceae,non-woody,herbaceous graminoid,broadleaved,329.18,23.9551918,45.07212962,0.358486018,0.2675,0.335128725,0.335128725,0.335128725,11,23,50,101,35,NA,0,11,Facultative_AM_NM
Triticum aestivum,8.20410433284077,6.40809062842332,4.27688564469336,6.70929656835039,6.50998668786635,Triticum aestivum,Triticum,Poaceae,non-woody,herbaceous graminoid,broadleaved,2845.5,40.41132461,38.74647903,0.943444748,37.3384,NA,0.20693,0.20693,5,18,34,25,21,NA,1,5,Facultative_AM_NM
Trollius europaeus,7.72607875039802,2.51768147145113,5.91958241400354,6.06764471518306,5.5796710071869,Trollius europaeus,Trollius,Ranunculaceae,non-woody,herbaceous non-graminoid,broadleaved,5700.62,23.95408516,48.03320674,0.345708392,0.8969,NA,0.193820096,0.193820096,19,27,37,35,31,NA,1,19,Pure_AM
Tsuga canadensis,2.97025845821558,4.58695894918527,NA,NA,NA,Tsuga canadensis,Tsuga,Pinaceae,woody,tree,needleleaved,13.3,12.75391271,133.0944921,26.59024992,2.5926,0.43,0.43,0.43,4,31,18,40,16,2,0,2,Mixed_Uncertain
Tsuga heterophylla,4.24677768066518,4.28285369564475,5.29576527470179,2.18666345870162,3.04340505704868,Tsuga heterophylla,Tsuga,Pinaceae,woody,tree,needleleaved,75,11.9005052,82.10877929,45.14083248,1.7356,0.444971909,0.444971909,0.444971909,1,29,50,70,21,3,0,1,Mixed_Uncertain
Turritis glabra,6.2085675747237,4.35179688842315,3.27255278948919,6.55635556145791,4.94573709889916,Turritis glabra,Turritis,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,1820.48,29.32776688,37.61616884,0.658829211,0.0618,NA,0.18316792,0.18316792,21,7,27,24,48,NA,1,7,Pure_NM
Tussilago farfara,7.53955885834018,4.02094821271019,4.96633929438413,7.31605146915216,5.51301655109011,Tussilago farfara,Tussilago,Compositae,non-woody,herbaceous non-graminoid,broadleaved,66919.48,25.35356236,61.84702349,0.276153469,0.2952,NA,0.182563155,0.182563155,18,10,20,36,23,NA,1,10,Facultative_AM_NM
Typha angustifolia,8.00093514746511,4.84094892634589,7.99009705074816,6.68946766569451,7.16889058453176,Typha angustifolia,Typha,Typhaceae,non-woody,herbaceous graminoid,broadleaved,9475.81,14.5327217,142.3432416,1.586970136,0.0941,NA,0.237968109,0.237968109,8,2,22,16,12,NA,1,2,Facultative_AM_NM
Typha latifolia,7.77447485541341,4.48205248258024,7.97773893169585,6.72090477272604,7.79636318323125,Typha latifolia,Typha,Typhaceae,non-woody,herbaceous graminoid,broadleaved,17369.99,14.43017547,94.61265942,1.525828105,0.0576,NA,0.172881233,0.172881233,10,24,52,19,25,NA,1,10,Pure_NM
Ulex europaeus,7.29174391033969,4.63060906720279,3.97131030217462,3.25835177366848,2.50719228235676,Ulex europaeus,Ulex,Leguminosae,woody,shrub,broadleaved,10.54,30.39572271,112.0190425,1.164888836,6.3517,0.6671082,0.6671082,0.6671082,9,18,77,46,48,2,0,2,Facultative_AM_NM
Ulmus glabra,3.68703649413174,4.12638998385352,5.38127631095929,6.33262055164722,7.12602941192925,Ulmus glabra,Ulmus,Ulmaceae,woody,tree,broadleaved,3823.83,21.73334418,58.8395805,31.74710159,12.3809,0.554977477,0.554977477,0.554977477,77,21,104,64,39,11,0,11,Facultative_AM_NM
Ulmus laevis,3.95957349493899,4.45694238692494,6.09877195021013,6.91225769240996,7.30247658042949,Ulmus laevis,Ulmus,Ulmaceae,woody,tree,broadleaved,3318.59,14.7,34.05124772,27.94208472,7.1467,0.593295879,0.593295879,0.593295879,14,2,17,30,15,4,0,2,Pure_NM
Ulmus minor,5.14564692771054,5.25138170011668,4.91004623148325,7.62701918390957,6.22397723443408,Ulmus minor,Ulmus,Ulmaceae,woody,tree,broadleaved,2409.28,23.14831704,60.07034914,23.37547157,4.9071,0.522376792,0.522376792,0.522376792,31,19,41,44,21,38,0,19,Pure_NM
Ulmus pumila,5.74785173738813,4.55513864948993,4.53631919913379,7.19683854900998,4.23531679292435,Ulmus pumila,Ulmus,Ulmaceae,woody,tree,broadleaved,964.34,29.29558755,100.3191665,12.52952845,6.254,0.539907399,0.539907399,0.539907399,3,27,9,16,18,4,0,3,Facultative_AM_NM
Umbilicus rupestris,6.48129117416385,6.31779427561916,3.43907007712111,5.64010763710967,3.1626557158412,Umbilicus rupestris,Umbilicus,Crassulaceae,non-woody,succulent,broadleaved,1744,16.7,33.78599778,0.158113883,0.0081,NA,0.121022,0.121022,4,2,8,13,9,NA,1,2,NA
Urtica dioica,5.41637687890227,4.05457516863669,5.01366737959832,6.6140870826922,8.74094600297676,Urtica dioica,Urtica,Urticaceae,non-woody,herbaceous non-graminoid,broadleaved,1552.74,42.91725378,34.57528752,0.88302413,0.1399,0.11823,0.11823,0.11823,45,55,110,110,69,16,0,16,Facultative_AM_NM
Utricularia vulgaris,6.91270074226279,4.21649518272252,8.94204176120379,5.94277998317997,5.1633641310334,Utricularia vulgaris,Utricularia,Lentibulariaceae,non-woody,herbaceous non-graminoid,NA,181.17,28.87185,11.0685488,0.367565802,0.0283,0.06,0.06,0.06,22,5,23,9,NA,NA,0,5,Low_Confidence
Vaccinium myrtillus,4.80523535172634,2.90501492266561,4.6832514235931,2.03702270555697,2.68336689073392,Vaccinium myrtillus,Vaccinium,Ericaceae,woody,shrub,broadleaved,145.27,16.39812025,51.93566391,0.223988528,0.2917,0.458833495,0.458833495,0.458833495,222,160,213,176,75,10,0,10,Pure_ERM
Vaccinium vitis-idaea,5.13958086741238,2.48169309850917,4.10681497311497,2.06460338151385,1.77430408287432,Vaccinium vitis-idaea,Vaccinium,Ericaceae,woody,shrub,broadleaved,75.3,10.57435117,130.7908995,0.139586675,0.3088,0.380976744,0.38,0.380976744,NA,NA,NA,NA,NA,NA,0,NA,NA
Valeriana dioica,6.68559017294606,4.08459117567159,6.59788846060234,5.66208656365046,2.84293706633678,Valeriana dioica,Valeriana,Caprifoliaceae,non-woody,herbaceous non-graminoid,broadleaved,812.12,23.61,35.44183992,0.204174904,0.6361,NA,0.179162233,0.179162233,10,2,15,43,26,NA,1,2,Pure_NM
Valeriana officinalis,6.36539753790694,4.10366169295644,5.95986141307842,6.68475540816581,5.56844739778242,Valeriana officinalis,Valeriana,Caprifoliaceae,non-woody,herbaceous non-graminoid,broadleaved,7169.9,15.76,37.16870519,0.823390303,1.0655,NA,0.166561465,0.166561465,14,5,29,38,22,NA,1,5,Facultative_AM_NM
Veratrum album,7.36983126429157,3.07039292522015,5.44477808310365,6.30042627688839,5.99074947493359,Veratrum album,Veratrum,Melanthiaceae,non-woody,herbaceous non-graminoid,broadleaved,12929.81,38.06,36.07503608,0.851705393,3.5707,NA,0.12701,0.12701,11,4,11,12,7,NA,1,4,NA
Verbascum lychnitis,7.43199566377444,4.52397517852035,2.86128841182193,6.90386022201695,5.82849137652498,Verbascum lychnitis,Verbascum,Scrophulariaceae,non-woody,herbaceous non-graminoid,broadleaved,18399.5,13.49796323,72.56894049,0.908362324,0.1143,NA,0.20067,0.20067,16,3,15,32,25,NA,1,3,Low_Confidence
Verbascum thapsus,8.06286475075225,4.49651191335833,3.24572847468089,6.70192714896787,6.53969670092403,Verbascum thapsus,Verbascum,Scrophulariaceae,non-woody,herbaceous non-graminoid,broadleaved,7045.53,21.62377164,66.69203677,0.879252976,0.0886,0.231461214,0.231461214,0.231461214,55,8,65,98,46,10,0,8,Facultative_AM_NM
Veronica alpina,6.90748633695813,0.921693819992789,5.1126869790378,6.29268955993142,3.12368201425141,Veronica alpina,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,55.93,30.96249243,38.30589767,0.065743601,0.0704,NA,0.20591,0.20591,58,11,51,80,39,NA,1,11,Facultative_AM_NM
Veronica anagallis-aquatica,7.32375172707333,4.48201696928895,7.52113743742212,6.76035831971535,6.68171978967083,Veronica anagallis-aquatica,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,1291.85,27.23,23.48406121,0.366740209,0.0427,NA,0.147561805,0.147561805,8,1,11,23,19,NA,1,1,NA
Veronica arvensis,6.63329680639064,4.43883432429984,4.05322629010341,5.90472428224261,5.16640122306015,Veronica arvensis,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,44.19,19.8575,41.23554986,0.076890837,0.1127,0.17458,0.17458,0.17458,21,7,55,94,80,NA,0,7,Facultative_AM_NM
Veronica austriaca,7.63021052127989,4.8540557507716,3.00157198745994,7.80201992621332,2.30733377004251,Veronica austriaca,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,184.11,17.22,45.75642865,0.301395001,0.4239,NA,0.19583981,0.19583981,20,2,27,22,16,NA,1,2,Pure_NM
Veronica beccabunga,6.83501789265,4.1160222863046,7.61216303327138,6.55746401737527,6.14805092904015,Veronica beccabunga,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,472.73,49.74331333,24.77583366,0.309411841,0.0513,NA,0.144465996,0.144465996,18,3,20,27,31,NA,1,3,Facultative_AM_NM
Veronica chamaedrys,5.83535053131743,3.73627345676712,4.28650400269488,5.94771014352449,5.2625234008739,Veronica chamaedrys,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,300.12,21.61357257,34.38289798,0.199576774,0.1898,0.212411983,0.212411983,0.212411983,9,46,114,163,110,NA,0,9,Facultative_AM_NM
Veronica filiformis,6.62810081975047,4.49909771717142,4.50318184961753,5.55783944315808,6.67132791766409,Veronica filiformis,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,49.84,9.371689193,28.2108349,0.152867272,0.27,NA,0.180362461,0.180362461,15,3,18,16,4,NA,1,3,Facultative_AM_NM
Veronica gentianoides,7.02101017584058,4.16793905642984,4.72699688166892,6.43419865354806,4.64791088696141,Veronica gentianoides,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,69.33,27.484326,77.3993808,0.148016561,0.2244,NA,0.19019,0.19019,4,3,1,9,15,NA,1,1,Facultative_AM_NM
Veronica hederifolia,6.26652841931151,4.70495175131662,4.17276482592876,6.73887237042885,7.33682267809281,Veronica hederifolia,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,260.68,14.16800019,36.64096182,0.161374614,3.7417,NA,0.139376124,0.139376124,22,3,24,21,36,NA,1,3,Pure_NM
Veronica longifolia,6.91082377592002,3.95024527527758,6.21727588994342,6.94556454959923,6.67483590851288,Veronica longifolia,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,613.39,17.44,42.73988001,0.857176803,0.0732,NA,0.203691137,0.203691137,17,2,21,6,7,NA,1,2,Facultative_AM_NM
Veronica montana,3.05096445526363,3.95273037997981,5.5698075758516,5.69579418842813,6.17581312747838,Veronica montana,Veronica,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,458,20.03746491,30.29077075,0.267806758,0.3923,NA,0.23735,0.23735,14,2,30,25,26,NA,1,2,Low_Confidence
