wfo_accepted_name,EIVEres-L,EIVEres-T,EIVEres-M,EIVEres-R,EIVEres-N,Species name standardized against TPL,Genus,Family,Woodiness,Growth Form,Leaf type,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),SSD observed (mg/mm3),SSD combined (mg/mm3),SSD used (mg/mm3),Leaf area (n.o.),Nmass (n.o.),LMA (n.o.),Plant height (n.o.),Diaspore mass (n.o.),SSD (n.o.),ssd_imputed_used,min_records_6traits,Myco_Group_Final
Lamium maculatum,4.96893316638059,4.23558550940408,5.15854647646465,6.93031823567374,7.79556618732063,Lamium maculatum,Lamium,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,1349.61,31.5045711,31.58309537,0.354265252,1.4391,0.2,0.2,0.2,16,6,22,16,5,2,0,2,NA
Lamium purpureum,7.14610122487333,4.13211173480079,4.25086904716963,7.02295064341288,7.41677659425867,Lamium purpureum,Lamium,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,477.13,21.98148089,28.83486686,0.214286948,0.7337,NA,0.166337209,0.166337209,22,3,22,28,97,NA,1,3,Facultative_AM_NM
Lantana camara,7.03781091598446,10,2.58975946984374,5.29970329904996,2.98249546712787,Lantana camara,Lantana,Verbenaceae,woody,shrub,broadleaved,1042.65,25.32182146,44.23117939,2.785433601,8.0096,0.33,0.33,0.33,28,7,10,31,16,2,0,2,Facultative_AM_NM
Laphangium luteoalbum,7.59340673695616,5.03097161399159,5.8399982345624,5.0432070793354304,3.59712808774183,Laphangium luteoalbum,Laphangium,Compositae,non-woody,herbaceous non-graminoid,broadleaved,101.38,29.69182259,39.49452243,0.204599113,0.0119,NA,0.192490826,0.192490826,21,3,21,10,11,NA,1,3,NA
Lapsana communis,4.6942812376935,4.60085850076689,4.3747759305032,6.09734009119613,7.44422051604095,Lapsana communis,Lapsana,Compositae,non-woody,herbaceous non-graminoid,broadleaved,4939.85,39.25787926,18.99469274,0.555453917,0.8582,NA,0.158531286,0.158531286,20,3,26,29,21,NA,1,3,Facultative_AM_NM
Larix decidua,7.48444602954132,2.80337767973194,3.98605814725295,4.83623764485053,3.32932296539468,Larix decidua,Larix,Pinaceae,woody,tree,needleleaved,19.65,19.85139403,104.3309472,34.89266853,6.4868,0.528806131,0.528806131,0.528806131,79,104,126,89,19,13,0,13,Pure_EM
Larix gmelinii,6.05616715311608,2.55953976334315,5.96111146448418,3.25460004283927,3.87783390819888,Larix gmelinii,Larix,Pinaceae,woody,tree,needleleaved,50,16.62953831,96.70980886,39.96909337,3.4783,0.551296904,0.551296904,0.551296904,NA,7,4,10,2,NA,0,2,Pure_EM
Larix kaempferi,6.49668977282677,4.4136904459291,4.75901129617068,3.67954252348522,3.46061948262378,Larix kaempferi,Larix,Pinaceae,woody,tree,needleleaved,52.5,16.29470733,63.03288599,31.12726824,4.1567,0.43,0.43,0.43,NA,2,2,NA,5,2,0,2,Pure_EM
Larix laricina,5.94043409981722,3.36626426238282,5.45083350641817,3.82941609786471,3.87783390819888,Larix laricina,Larix,Pinaceae,woody,tree,needleleaved,33,15.28582255,93.58054548,23.39932727,1.5223,0.559910707,0.559910707,0.559910707,2,84,53,67,20,3,0,2,Mixed_Uncertain
Laserpitium latifolium,6.31084020322864,3.90910034544765,3.93182275975694,7.69142218514946,4.04520069222986,Laserpitium latifolium,Laserpitium,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,20097.5,26.06826342,72.86114131,0.796697929,7.8027,0.26748,0.26748,0.26748,15,13,31,66,25,NA,0,13,NA
Laserpitium nitidum,8.50459629169579,3.06470920411664,2.87519765736217,7.6322076783551704,2.17310693965502,Laserpitium nitidum,Laserpitium,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,7290.41,27.22441508,68.147,0.471769398,4.9242,NA,0.220653788,0.220653788,10,3,10,6,8,NA,1,3,NA
Lathyrus linifolius,5.19207637923902,4.15698683567193,4.11397699809478,3.75717040799666,2.70068625661149,Lathyrus linifolius,Lathyrus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,203.39,36.89541442,41.69095444,0.243377012,13.4873,0.2822,0.2822,0.2822,2,19,19,24,40,NA,0,2,Facultative_AM_NM
Lathyrus pratensis,6.63739900770878,4.11622821841755,4.9666048724781104,6.54886726040924,5.74186470816324,Lathyrus pratensis,Lathyrus,Leguminosae,non-woody,climber,broadleaved,615.86,36.09389375,39.19587517,0.364590827,11.5462,0.253456325,0.253456325,0.253456325,11,60,90,145,100,NA,0,11,Pure_AM
Lathyrus vernus,3.46849408574113,4.18531628030552,4.4771558674716,7.32254673523553,4.71358057294741,Lathyrus vernus,Lathyrus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,1503.5,38.62895141,24.51121458,0.269722403,15.3111,NA,0.182190177,0.182190177,86,11,90,89,35,NA,1,11,Pure_AM
Laurus nobilis,4.29662994784346,6.20641590734136,4.26168400250925,5.62907577541161,4.11943323319664,Laurus nobilis,Laurus,Lauraceae,woody,tree,broadleaved,1540,15.1,117.7228884,10.92338522,367.7697,0.67,0.67,0.67,14,5,27,19,18,6,0,5,Facultative_AM_NM
Legousia speculum-veneris,7.60584073663761,5.65363751931862,3.7806059604758,7.72755428237861,4.38385163302569,Legousia speculum-veneris,Legousia,Campanulaceae,non-woody,herbaceous non-graminoid,broadleaved,103.75,19.17367101,22.18350945,0.18187301,0.1898,NA,0.164465006,0.164465006,15,3,15,20,12,NA,1,3,NA
Leontodon hispidus,7.53540005325215,3.95713113392484,4.10861208588339,6.16536297954927,4.41864483508475,Leontodon hispidus,Leontodon,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1629.48,22.87535423,39.37610737,0.219332842,1.0346,0.19342,0.19342,0.19342,46,52,127,109,78,NA,0,46,Pure_AM
Lepidium densiflorum,8.22615061211894,4.97349251604635,3.30286109583927,6.84627469714523,5.18001428078073,Lepidium densiflorum,Lepidium,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,187.22,28.59006471,22.77709336,0.281370652,0.3393,NA,0.158285653,0.158285653,21,5,25,25,25,NA,1,5,Pure_NM
Lepidium latifolium,8.60234817285864,4.99204657532979,4.22682392352621,7.32268686300999,6.71507962843053,Lepidium latifolium,Lepidium,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,3266.77,41.700478940000004,65.62832765,0.704953313,0.213,NA,0.17971,0.17971,8,20,7,23,28,NA,1,7,Pure_NM
Lepidium ruderale,8.55093344463231,4.85588952136656,3.53203219591755,6.65820324742791,6.38056954618709,Lepidium ruderale,Lepidium,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,63.91,40.2,50.09236732,0.153058236,0.1984,NA,0.176708783,0.176708783,7,2,12,21,13,NA,1,2,Pure_NM
Lepidium virginicum,8.07322582344129,5.13531690026056,3.49044845034874,6.16083707228818,5.78699861446609,Lepidium virginicum,Lepidium,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,662.75,36.4832476,43.89815628,0.400295889,0.4832,NA,0.18495,0.18495,55,4,64,22,27,NA,1,4,Pure_NM
Leucanthemopsis alpina,8.44584078379451,1.03128592204554,5.1456171351225,2.51486174208827,2.85699845427928,Leucanthemopsis alpina,Leucanthemopsis,Compositae,non-woody,herbaceous non-graminoid,broadleaved,35.44,23.6,65.95753194,0.053132928,0.37,NA,0.18773768,0.18773768,17,5,26,14,6,NA,1,5,NA
Leucanthemum heterophyllum,7.33162780569838,2.65103115156982,3.2846284236319,6.5321968437047,3.34841554509222,Leucanthemum heterophyllum,Leucanthemum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,857.23,25.42824114,42.312,0.509164337,0.5,NA,0.159835728,0.159835728,10,3,10,6,8,NA,1,3,NA
Leucanthemum ircutianum,7.43187962793573,4.82326082170337,3.96322921338674,6.08524963504477,4.18739816233103,Leucanthemum ircutianum,Leucanthemum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,436.32,17.46,39.16170205,0.374534578,0.6,NA,0.16923,0.16923,15,1,17,13,NA,NA,1,1,Pure_AM
Leucanthemum vulgare,7.56313522764872,4.26180523927411,4.00509818737871,6.01567447619667,3.94836078663605,Leucanthemum vulgare,Leucanthemum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,428.43,21.98947787,68.01985526,0.365343087,0.4212,NA,0.185264094,0.185264094,NA,NA,NA,NA,NA,NA,1,NA,Facultative_AM_NM
Leucojum vernum,5.44364828828078,4.1367502567335,5.45818840520045,6.62698794601212,7.48339017904651,Leucojum vernum,Leucojum,Amaryllidaceae,non-woody,herbaceous non-graminoid,broadleaved,3173.75,32.22403711,30.70310101,0.103822557,12.0394,NA,0.07373,0.07373,16,3,15,21,7,NA,1,3,Facultative_AM_NM
Ligustrum lucidum,6.81151809621609,5.41400006564555,4.07672824968872,5.75280432440968,4.96923387271174,Ligustrum lucidum,Ligustrum,Oleaceae,woody,shrub/tree,broadleaved,2968.41,14.364,111.45,6.5382,22.0896,0.601951,0.601951,0.601951,13,7,19,15,19,7,0,7,NA
Ligustrum sinense,5.42527060349624,5.79530546666759,4.7983589099595,5.41454203788441,2.5333025009942,Ligustrum sinense,Ligustrum,Oleaceae,woody,shrub/tree,broadleaved,278.28,22.79534505,57.24098454,5.646216173,16.0526,0.6,0.6,0.6,53,6,53,12,17,2,0,2,NA
Ligustrum vulgare,6.27901371283938,4.8950978339018,3.86290737869745,7.40837300054492,4.07354348071684,Ligustrum vulgare,Ligustrum,Oleaceae,woody,shrub,broadleaved,548.28,17.34808536,88.99739709,3.34717851,14.8864,0.792895426,0.792895426,0.792895426,43,23,100,81,42,8,0,8,Facultative_AM_NM
Lilium bulbiferum,6.73952764202792,3.72757658162619,4.30685456344693,7.48088819822846,3.50787602854452,Lilium bulbiferum,Lilium,Liliaceae,non-woody,herbaceous non-graminoid,broadleaved,461,29.67240734,54.25935974,0.710308278,7.4,NA,0.12701,0.12701,15,3,15,21,4,NA,1,3,Facultative_AM_NM
Lilium martagon,4.02234473444715,3.76495832880535,4.40782161444729,7.31578957010649,5.42454707051475,Lilium martagon,Lilium,Liliaceae,non-woody,herbaceous non-graminoid,broadleaved,3363.28,37.6,38.53998188,0.583466558,5.8224,NA,0.11813,0.11813,15,5,20,19,17,NA,1,5,Facultative_AM_NM
Linaria alpina,9.34483011121878,2.21423263093411,3.76322632952353,7.83353349082085,2.13328385749465,Linaria alpina,Linaria,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,14.27,23.8,46.14928851,0.063761943,0.27,NA,0.187454196,0.187454196,15,6,24,19,4,NA,1,4,Pure_NM
Linaria dalmatica,9.60468333765382,6.28555334017449,2.36123461687224,7.21956918740902,2.17310693965502,Linaria dalmatica,Linaria,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,430,20.13,68.49315068,0.6,0.14,0.29466485,0.29466485,0.29466485,21,5,21,20,1,5,0,1,NA
Linaria purpurea,7.44726806161906,5.38088958450191,3.75209419540097,6.43837821922983,5.58107814715038,Linaria purpurea,Linaria,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,77,19.77749333,62.67618444,0.6,0.1398,NA,0.19543,0.19543,13,1,20,18,10,NA,1,1,NA
Linaria vulgaris,7.6680249964352,4.09620465751519,3.43212030979787,6.45601221668201,5.02466923392133,Linaria vulgaris,Linaria,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,157.58,17.09356384,37.24115838,0.496891383,0.1551,NA,0.195127626,0.195127626,33,12,35,88,47,NA,1,12,Facultative_AM_NM
Lindernia dubia,9.07094386518444,5.50277956894858,6.72995995972088,6.43643107322637,6.81444058526222,Lindernia dubia,Lindernia,Linderniaceae,non-woody,herbaceous non-graminoid,broadleaved,266.81,16.14985366,13.744,0.09085603,0.0045,NA,0.140394804,0.140394804,10,3,10,6,5,NA,1,3,NA
Linnaea borealis,3.67294613713349,2.23712736200391,4.67977336859838,2.34958736422694,2.02893078001723,Linnaea borealis,Linnaea,Caprifoliaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,92.96,9.304296068,33.56212349,0.17717347,1.1894,NA,0.22687,0.22687,10,13,12,33,16,NA,1,10,Pure_AM
Linum catharticum,7.04046750759965,3.89953766538542,4.6795517169304,6.58088238464618,2.23009659079561,Linum catharticum,Linum,Linaceae,non-woody,herbaceous non-graminoid,broadleaved,13.1,17.92856671,34.46549798,0.127726872,0.1456,0.288022798,0.288022798,0.288022798,18,13,41,66,68,4,0,4,Facultative_AM_NM
Linum perenne,7.13077242411345,4.29918929319124,3.20103033827416,7.78452696563903,2.6476280915467,Linum perenne,Linum,Linaceae,non-woody,herbaceous non-graminoid,broadleaved,26.5,24.65,38.63987635,0.437458943,2.2346,NA,0.20067,0.20067,7,4,5,26,58,NA,1,4,Facultative_AM_NM
Linum tenuifolium,8.81550151212532,5.85574472666098,2.24076442151192,8.68075107866083,2.26370474104831,Linum tenuifolium,Linum,Linaceae,non-woody,herbaceous non-graminoid,broadleaved,26.35,28.24854933,70.508,0.291731525,1.3518,NA,0.258833476,0.258833476,10,3,10,18,12,NA,1,3,NA
Linum usitatissimum,7.71123059781002,4.90503001776046,3.72449565099126,6.64576093274989,5.08724317387989,Linum usitatissimum,Linum,Linaceae,non-woody,herbaceous non-graminoid,broadleaved,40.82,46.33,26.84063561,0.445988354,5.0524,0.1952519,0.1952519,0.1952519,10,4,14,26,43,NA,0,4,Facultative_AM_NM
Liriodendron tulipifera,3.22509651158019,5.79530546666759,4.7983589099595,5.41454203788441,4.88391971186859,Liriodendron tulipifera,Liriodendron,Magnoliaceae,woody,tree,broadleaved,11022.1,22.76006472,64.4806973,49.78188453,34.8055,0.3591657,0.3591657,0.3591657,68,41,102,34,29,4,0,4,Pure_AM
Littorella uniflora,7.3793116795549,4.2276938068541,8.11542829507315,5.40324677043353,2.02161768307331,Littorella uniflora,Littorella,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,94.05,30.05,67.61407333,0.088669184,0.815,NA,0.146907408,0.146907408,11,1,10,14,3,NA,1,1,Facultative_AM_NM
Lobelia dortmanna,7.27410348947356,3.58466684943809,8.68907179654687,4.13082115953276,0.94494151235448,Lobelia dortmanna,Lobelia,Campanulaceae,non-woody,herbaceous non-graminoid,broadleaved,160.25,25,51.62622612,0.143740151,0.0431,NA,0.13779,0.13779,6,1,5,9,12,NA,1,1,Facultative_AM_NM
Lolium multiflorum,7.38196907749091,5.24618834265826,4.28843072368121,6.6417011448192,7.33952985546504,Lolium multiflorum,Lolium,Poaceae,non-woody,herbaceous graminoid,broadleaved,606,22.19923534,39.96456724,0.408692848,2.6332,0.216770525,0.216770525,0.216770525,13,19,42,59,67,NA,0,13,Facultative_AM_NM
Lolium perenne,7.86148901226779,4.26602015018904,4.26640716471031,6.24236464894951,6.62473798479984,Lolium perenne,Lolium,Poaceae,non-woody,herbaceous graminoid,broadleaved,468.92,27.04474261,39.51813361,0.271468513,1.8626,0.18794681,0.18794681,0.18794681,85,58,184,212,96,2,0,2,Pure_AM
Lolium rigidum,7.91643288802249,5.92627301151056,2.79051316575293,6.8737066557693,6.37893470874964,Lolium rigidum,Lolium,Poaceae,non-woody,herbaceous graminoid,broadleaved,4612.54,19.63135388,47.64130577,0.339252979,2.3252,0.33522,0.33522,0.33522,5,8,38,52,29,NA,0,5,Facultative_AM_NM
Lomelosia caucasica,7.45868626769425,3.71327103312103,4.40872970377336,5.68716360525586,3.34877226823573,Lomelosia caucasica,Lomelosia,Caprifoliaceae,non-woody,herbaceous non-graminoid,broadleaved,900.16,21.81,82.03445447,0.76,5.0004,NA,0.19543,0.19543,1,1,1,4,8,NA,1,1,Facultative_AM_NM
Lonicera caprifolium,5.91247149326497,5.26605404839546,4.20945086288132,7.42794197712523,4.27466459483678,Lonicera caprifolium,Lonicera,Caprifoliaceae,semi-woody,climber,broadleaved,1630.11,14.79952332,53.29079347,4.458544192,8.04,NA,0.224223263,0.224223263,16,3,15,27,4,NA,1,3,Pure_AM
Lonicera etrusca,6.62183635480792,6.6912244995313,2.98585454752208,6.63476869636387,4.34758274738236,Lonicera etrusca,Lonicera,Caprifoliaceae,semi-woody,climber,broadleaved,514.17,18.21,66.5880608,0.936507747,6.85,NA,0.23994618,0.23994618,11,2,23,9,2,NA,1,2,Pure_NM
Lonicera implexa,6.69157928340467,7.11955992501674,2.9864103518872,5.61714801160004,3.55989831319905,Lonicera implexa,Lonicera,Caprifoliaceae,semi-woody,climber,broadleaved,824.5,25.32745546,105.7144474,2.5,10.6629,NA,0.282645127,0.282645127,10,7,13,6,9,NA,1,6,Pure_NM
Lonicera periclymenum,5.55650573364172,4.26657845312684,4.80803472811432,3.43815874437028,4.48812295336397,Lonicera periclymenum,Lonicera,Caprifoliaceae,semi-woody,climber,broadleaved,834.36,23.79038738,66.49167708,3.890878606,5.9154,NA,0.24468477,0.24468477,34,17,52,40,30,NA,1,17,Facultative_AM_NM
Lotus corniculatus,7.2376754497951,3.82546360115734,3.77521709480347,6.6236527580081,3.32473854796456,Lotus corniculatus,Lotus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,128.72,33.12313536,44.05508698,0.241508476,1.3207,0.279011646,0.279011646,0.279011646,NA,NA,NA,NA,NA,NA,0,NA,Facultative_AM_NM
Lotus pedunculatus,6.81230106677956,4.14023539739883,6.52093668253955,5.07705319885422,4.29414643189193,Lotus pedunculatus,Lotus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,317,31.00891581,35.98832605,0.381789619,0.5299,0.15195,0.15195,0.15195,6,NA,14,20,24,NA,0,6,Facultative_AM_NM
Lupinus perennis,7.62544469541229,4.96794936157394,3.1606358448806,5.41454203788441,2.5333025009942,Lupinus perennis,Lupinus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,230.63,26.49842858,55.01359783,0.300262169,22.0805,NA,0.144723314,0.144723314,12,15,26,12,18,NA,1,12,Facultative_AM_NM
Lupinus polyphyllus,6.96777927517536,3.93530174125766,4.31458855567224,3.67350132481774,5.68723515576761,Lupinus polyphyllus,Lupinus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,1460.17,32.93508767,41.66660813,1.159253422,22.4556,NA,0.165061863,0.165061863,23,3,26,20,46,NA,1,3,Facultative_AM_NM
Luzula alpinopilosa,7.33038643575073,1.23623700809014,5.62079162217341,3.85098926977472,2.75606081764834,Luzula alpinopilosa,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,384.35,29.8,58.99648637,0.181712059,0.2249,NA,0.161827592,0.161827592,5,5,9,NA,NA,NA,1,5,Pure_NM
Luzula campestris,7.1813246823314,4.1024826886275,4.01375008353939,3.66952599546499,2.56356822670247,Luzula campestris,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,210.69,26.62836148,40.89820964,0.134395984,0.6205,0.206398667,0.206398667,0.206398667,6,20,84,148,84,NA,0,6,Facultative_AM_NM
Luzula forsteri,3.44261097384003,5.62261071284472,3.85940587555144,4.80398722983757,2.66831711760682,Luzula forsteri,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,338.56,20.32234774,46.42,0.175978418,1.1846,NA,0.236537696,0.236537696,21,3,21,42,9,NA,1,3,NA
Luzula multiflora,6.76807151989431,3.38222892305014,4.58584715193891,4.01073150262017,3.07816057485613,Luzula multiflora,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,203.67,24.34201885,41.71067889,0.187583374,0.5886,0.23475,0.23475,0.23475,17,9,41,73,49,NA,0,9,Pure_NM
Luzula nivea,3.06272569249921,3.10897907809629,3.98228374139027,2.9272381193876,3.42469310973357,Luzula nivea,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,588.87,24.85599149,40.205,0.616224015,0.48,NA,0.231667904,0.231667904,10,3,10,12,4,NA,1,3,Pure_NM
Luzula pilosa,2.46685269063698,3.40098774571807,4.55894198037726,4.6694045560026,4.01151672663208,Luzula pilosa,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,669.48,18.94938587,38.41320963,0.265702466,1.0339,NA,0.203326591,0.203326591,15,28,25,58,27,NA,1,15,Pure_NM
Luzula spicata,8.14613742902859,1.28039255156457,4.05769890482921,3.5210052350979,1.50981903140711,Luzula spicata,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,34.85,22.59,103.9725819,0.145595309,0.2907,NA,0.268437494,0.268437494,39,5,36,59,29,NA,1,5,Pure_NM
Luzula sudetica,7.86238518899174,1.94344285215969,4.94029713049879,3.21666911690769,2.24015391133132,Luzula sudetica,Luzula,Juncaceae,non-woody,herbaceous graminoid,broadleaved,243.2,32.10920452,31.39399683,0.164563987,0.2998,NA,0.168058236,0.168058236,16,3,24,37,6,NA,1,3,Pure_NM
Lycopus europaeus,6.3200218009486004,4.67871304466996,7.24552003655229,6.42051770537694,6.61335239195878,Lycopus europaeus,Lycopus,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,524.64,21.65397951,35.40779293,0.624969147,0.2649,0.194394912,0.194394912,0.194394912,16,10,24,31,28,10,0,10,Facultative_AM_NM
Lysimachia europaea,3.91998173261679,3.22612422793674,5.12683932243903,2.72901380426796,2.29045954416101,Lysimachia europaea,Lysimachia,Primulaceae,non-woody,herbaceous non-graminoid,broadleaved,176.49,20.37131792,26.35755995,0.097116897,0.6194,NA,0.226469931,0.226469931,22,15,31,83,15,NA,1,15,Facultative_AM_NM
Lysimachia maritima,7.18994555356175,4.28823642145441,5.80860351009336,7.27954774592322,5.15228494183879,Lysimachia maritima,Lysimachia,Primulaceae,non-woody,herbaceous non-graminoid,broadleaved,39.57,21.20834964,58.28274302,0.116748461,0.3888,NA,0.182449009,0.182449009,16,22,17,30,14,NA,1,14,Facultative_AM_NM
Lysimachia nummularia,4.38172598914225,4.38138576285006,5.66961639423308,6.24681971890333,5.47941407581264,Lysimachia nummularia,Lysimachia,Primulaceae,non-woody,herbaceous non-graminoid,broadleaved,267.82,17.1,35.47669909,0.304152126,0.2031,NA,0.209732419,0.209732419,10,1,16,16,11,NA,1,1,Facultative_AM_NM
Lysimachia vulgaris,6.1079461627796,4.04300088982335,6.60801105117233,5.8916272377274,5.40424952693292,Lysimachia vulgaris,Lysimachia,Primulaceae,non-woody,herbaceous non-graminoid,broadleaved,1922.41,24.16463906,45.21412225,0.711353763,0.2844,0.223614782,0.223614782,0.223614782,12,23,46,66,37,6,0,6,Facultative_AM_NM
Lythrum salicaria,6.71073686961772,4.06720886031242,6.72886664179339,6.02542132674452,5.04131735932167,Lythrum salicaria,Lythrum,Lythraceae,non-woody,herbaceous non-graminoid,broadleaved,595.68,21.2570114,53.28039801,0.713313708,0.062,0.281366618,0.281366618,0.281366618,37,12,57,45,41,6,0,6,Facultative_AM_NM
Maackia amurensis,3.66465677800872,4.58695894918527,5.70443442454531,NA,NA,Maackia amurensis,Maackia,Leguminosae,woody,tree,broadleaved,6569.69,37.23252043,76.04562738,12.43174158,32.444,0.89,0.89,0.89,2,12,10,10,12,1,0,1,Facultative_AM_NM
Magnolia grandiflora,3.66465677800872,6.71569572396892,5.70443442454531,6.67902575253818,6.03086007948553,Magnolia grandiflora,Magnolia,Magnoliaceae,woody,tree,broadleaved,9770.16,13.4,111.0324363,15.36854058,64.1135,0.440110165,0.440110165,0.440110165,88,10,83,56,19,6,0,6,Facultative_AM_NM
Maianthemum bifolium,2.54696291021146,3.63404584534216,4.5749523268129,3.60697763682555,3.18015854300573,Maianthemum bifolium,Maianthemum,Asparagaceae,non-woody,herbaceous non-graminoid,broadleaved,1218.27,31.80334149,30.56662918,0.132896937,13.0698,NA,0.212686244,0.212686244,25,8,30,43,24,NA,1,8,Pure_AM
Malus sylvestris,6.08642824390491,4.24628990224276,4.42764686142205,6.60256633773399,5.01746667227619,Malus sylvestris,Malus,Rosaceae,woody,shrub/tree,broadleaved,816.06,22.49625915,80.99104288,7.092849602,23.492,0.644358858,0.644358858,0.644358858,88,23,114,57,22,10,0,10,Facultative_AM_NM
Malva sylvestris,7.84092357849092,4.83289573617295,3.59087705638136,6.73404456640781,7.82166229292225,Malva sylvestris,Malva,Malvaceae,non-woody,herbaceous non-graminoid,broadleaved,7727.5,28.9,44.22874104,0.683941782,3.6411,NA,0.18495,0.18495,12,5,13,31,23,NA,1,5,Facultative_AM_NM
Matthiola incana,8.47123228416928,7.06412821254852,2.99828099007596,7.60010862029254,4.84322722990918,Matthiola incana,Matthiola,Brassicaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,590,30.83,44.40497336,0.363001529,1.6516,NA,0.15351,0.15351,15,1,15,27,17,NA,1,1,Pure_NM
Medicago lupulina,6.96306913882719,4.20533855952987,3.30890612644024,8.40467409505545,2.69137665853019,Medicago lupulina,Medicago,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,247.91,33.14329316,34.57480816,0.238027748,1.4429,0.2198899,0.2198899,0.2198899,NA,NA,NA,NA,NA,NA,0,NA,Facultative_AM_NM
Medicago minima,8.73051823771644,5.45157176031639,2.49912510211981,7.69562564532387,2.31841489760312,Medicago minima,Medicago,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,27.07,41.98603981,38.55344099,0.131272049,0.9719,0.2,0.2,0.2,5,12,32,51,53,NA,0,5,Facultative_AM_NM
Medicago sativa,8.00728312277923,4.77056162560964,3.5596523423626,7.33505617311338,5.18121445183786,Medicago sativa,Medicago,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,103.57,39.6652837,50.86218039,0.658772528,2.2701,NA,0.218206787,0.218206787,30,23,38,82,100,NA,1,23,Pure_AM
Melampyrum arvense,7.08438330329322,4.85871804759601,3.37520720120476,7.7682844516504,3.95185202962424,Melampyrum arvense,Melampyrum,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,450,37.98933269,34.0599455,0.321870786,13.3378,NA,0.19019,0.19019,17,3,15,17,17,NA,1,3,Pure_NM
Melampyrum cristatum,6.01576247172717,5.00738168097649,3.48378462908611,7.98777868288881,3.02761784109057,Melampyrum cristatum,Melampyrum,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,378.5,27.54470014,38.32886163,0.25099211,5.1295,NA,0.19019,0.19019,17,3,15,16,17,NA,1,3,Pure_NM
Melampyrum pratense,5.2797301306921,3.8516287312296,4.26368250849731,2.84323987045757,2.46707236725904,Melampyrum pratense,Melampyrum,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,240,24.82167234,38.83378168,0.223448386,5.637,NA,0.19529201,0.19529201,16,18,26,50,34,NA,1,16,Pure_NM
Melampyrum sylvaticum,3.71808330378927,2.80561482711934,4.54488544530202,2.42605819257201,2.14786869925205,Melampyrum sylvaticum,Melampyrum,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,248.29,25.10491963,32.67701811,0.21395729,6.2883,0.38,0.38,0.38,12,20,21,39,10,2,0,2,Mixed_Uncertain
Melia azedarach,NA,7.97838702227074,NA,NA,NA,Melia azedarach,Melia,Meliaceae,woody,tree,broadleaved,981.75,37.82,207.7706616,12.19776991,1067.2264,0.43850148,0.44,0.43850148,NA,NA,NA,NA,NA,NA,0,NA,Pure_NM
Melica ciliata,7.93164968412827,5.9563875617989,3.0353166393395,8.04968504479669,3.08696413385568,Melica ciliata,Melica,Poaceae,non-woody,herbaceous graminoid,broadleaved,218.74,25.98794857,53.89683848,0.383379171,0.662,NA,0.384166364,0.384166364,27,10,34,19,25,NA,1,10,Pure_AM
Melica nutans,3.4992824511991,4.0036186214579,4.08110113979774,6.31860202127056,3.79489980098754,Melica nutans,Melica,Poaceae,non-woody,herbaceous graminoid,broadleaved,394.56,25.55777768,38.22011274,0.474032425,2.1767,0.3867,0.3867,0.3867,15,18,34,43,27,NA,0,15,Pure_AM
