species,LMA,Nmass,LeafArea,PlantHeight,DiasporeMass,SSD,source
Lysimachia nummularia,35.47669909,17.1,267.82,0.304152126,0.2031,0.209732419,MAG
Lysimachia vulgaris,45.21412225,24.16463906,1922.41,0.711353763,0.2844,0.223614782,MAG
Lythrum salicaria,53.28039801,21.2570114,595.68,0.713313708,0.062,0.281366618,MAG
Maackia amurensis,76.04562738,37.23252043,6569.69,12.43174158,32.444,0.89,MAG
Magnolia grandiflora,111.0324363,13.4,9770.16,15.36854058,64.1135,0.440110165,MAG
Maianthemum bifolium,30.56662918,31.80334149,1218.27,0.132896937,13.0698,0.212686244,MAG
Malus sylvestris,80.99104288,22.49625915,816.06,7.092849602,23.492,0.644358858,MAG
Malva sylvestris,44.22874104,28.9,7727.5,0.683941782,3.6411,0.18495,MAG
Matthiola incana,44.40497336,30.83,590,0.363001529,1.6516,0.15351,MAG
Medicago lupulina,34.57480816,33.14329316,247.91,0.238027748,1.4429,0.2198899,MAG
Medicago minima,38.55344099,41.98603981,27.07,0.131272049,0.9719,0.2,MAG
Medicago sativa,50.86218039,39.6652837,103.57,0.658772528,2.2701,0.218206787,MAG
Melampyrum arvense,34.0599455,37.98933269,450,0.321870786,13.3378,0.19019,MAG
Melampyrum cristatum,38.32886163,27.54470014,378.5,0.25099211,5.1295,0.19019,MAG
Melampyrum pratense,38.83378168,24.82167234,240,0.223448386,5.637,0.19529201,MAG
Melampyrum sylvaticum,32.67701811,25.10491963,248.29,0.21395729,6.2883,0.38,MAG
Melia azedarach,207.7706616,37.82,981.75,12.19776991,1067.2264,0.43850148,MAG
Melica ciliata,53.89683848,25.98794857,218.74,0.383379171,0.662,0.384166364,MAG
Melica nutans,38.22011274,25.55777768,394.56,0.474032425,2.1767,0.3867,MAG
Melica uniflora,28.55958754,19.56601919,453.73,0.362153033,2.7899,0.243035622,MAG
Melilotus officinalis,58.2538351,34.8,156.23,0.724937994,2.6261,0.208676101,MAG
Melittis melissophyllum,18.69539847,28.46354917,2586.7,0.310208909,5.39,0.16923,MAG
Mentha aquatica,41.93750709,15.47828713,463.44,0.269170498,0.1237,0.16402,MAG
Mentha arvensis,25.74750102,15.13,566.07,0.293615646,0.1483,0.185551848,MAG
Mentha longifolia,37.26982118,26.55726657,1607.7,0.5810431,0.0485,0.24,MAG
Menyanthes trifoliata,43.50177545,24.95823132,3756.23,0.205562054,2.7286,0.188048009,MAG
Mercurialis annua,20.64372232,41.44170217,759.85,0.279923905,2.0913,0.17971,MAG
Mercurialis perennis,38.25560679,32.30539532,1889.74,0.273013484,4.2347,0.210073152,MAG
Milium effusum,29.20380176,23.08661436,1621.09,0.842684641,0.813,0.212597205,MAG
Minuartia verna,48.52777511,18.1,4.86,0.082607309,0.0749,0.219649404,MAG
Moehringia trinervia,28.10890573,26.60980155,77.37,0.153818961,0.1548,0.18802755,MAG
Molinia caerulea,59.75576722,17.01902325,675.51,0.937892379,1.8043,0.267706425,MAG
Moneses uniflora,53.76862489,20.4,358.33,0.053078369,0.002,0.23735,MAG
Morus alba,62.94145029,24.732828,10766.81,6.525568591,4.5635,0.577115703,MAG
Muhlenbergia schreberi,29.67,15.62013669,128.68,0.97,0.6,0.307923128,MAG
Myosotis alpestris,58.03830528,22,209.92,0.082458147,0.6919,0.19019,MAG
Myosotis arvensis,32.61352441,13.36970621,722.39,0.214251007,0.3791,0.09281,MAG
Myosotis ramosissima,37.25946267,14.4875,153.48,0.097628745,0.2131,0.184803,MAG
Myosotis scorpioides,25.15183179,21.8,692.33,0.298709886,0.3888,0.167684713,MAG
Myosotis sylvatica,35.36127791,29.55,373.01,0.201058347,0.5879,0.170422484,MAG
Myriophyllum spicatum,16.75524955,32.89532516,79.95,0.437998502,0.6036,0.052532643,MAG
Myriophyllum verticillatum,10.43019066,27.17011489,96.59,0.332129193,1.5,0.16313996,MAG
Myrrhis odorata,26.37192852,51.5,158.36,0.86794276,38.3753,0.21639,MAG
Myrtus communis,126.1950118,11.93733639,152.48,1.831420751,10.118,0.602116351,MAG
Najas marina,26.24515085,23.68006667,67.79,0.5,3.28,0.050773824,MAG
Narcissus poeticus,53.08684775,21.1,4582,0.357871699,6.3,0.156496112,MAG
Narcissus pseudonarcissus,51.82506838,34.69870315,1731.32,0.281856194,5.32,0.117787955,MAG
Nardus stricta,90.47195371,15.78194516,82.82,0.196060686,0.3056,0.29897,MAG
Narthecium ossifragum,40.10814912,24.14642831,1087,0.177262133,0.0805,0.13589,MAG
Nasturtium officinale,16.80268572,67.16973667,732.08,0.558681259,0.2535,0.13499747,MAG
Nelumbo nucifera,59.32507768,32.13445937,301844.92,1.5,869.36,0.11446,MAG
Nerium oleander,198.1823803,12.91510743,1981.39,3.262487256,3.4907,0.6,MAG
Nuphar lutea,78.21272663,35.85847,24904.2,0.45,48.0206,0.190700867,MAG
Nymphaea alba,89.37927501,23.65772167,41975,0.52331757,1.89,0.197591135,MAG
Nymphoides peltata,38.66410908,27.94475,8694.63,0.173205081,0.6052,0.142809308,MAG
Oenothera biennis,58.32091689,19.17164775,3048.9,0.936711488,0.3969,0.200632368,MAG
Olea europaea,193.0543679,14.60345057,368.31,10.75653757,187.5273,0.798122798,MAG
Ononis striata,58.90279746,21.97530478,48.25,0.025555556,3.7875,0.227940052,MAG
Orchis militaris,46.49000465,25,6088,0.279391686,0.001,0.10037,MAG
Origanum vulgare,45.14477933,19.32482331,344.05,0.404007712,0.0955,0.21639,MAG
Orlaya grandiflora,54.84843829,11.4,1618,0.262523469,34.509,0.18960597,MAG
Ornithogalum collinum,61.55663816,32.325,328,0.048347458,2.3091,0.128617613,MAG
Ornithopus compressus,30.54033843,32.44550354,4712,0.156823475,2.4837,0.241438,MAG
Orthilia secunda,60.51042393,17.3331332,269.01,0.10960846,5e-4,0.266917266,MAG
Oryza sativa,51.22192505,19.03796771,2075.98,0.316227766,26.9288,0.243367304,MAG
Oxalis acetosella,16.21074861,26.98501183,145.99,0.091009239,1.0214,0.09811,MAG
Oxalis stricta,19.76834666,34.26794439,456.29,0.290048295,0.2053,0.177220267,MAG
Oxyria digyna,41.79001724,43.67757953,375.01,0.100040551,0.6359,0.14303,MAG
Panicum capillare,42.18530223,16.70146749,3781.39,0.414699171,0.2685,0.263941456,MAG
Panicum dichotomiflorum,40.287,19.32041558,10814.57,1,0.628,0.194991728,MAG
Papaver rhoeas,31.20937636,37.31502301,4984.92,0.451607264,0.1336,0.169042618,MAG
Parentucellia viscosa,41.36492356,20.15076922,316,0.232855678,0.0108,0.41544,MAG
Parietaria judaica,20.04564748,46.24170972,773.98,0.210616271,0.2042,0.19006686,MAG
Parnassia palustris,43.30874703,16.75113065,274.35,0.110207973,0.0345,0.290421089,MAG
Paspalum dilatatum,40.62470459,16.156935,1321.6,0.237883963,1.4401,0.204849416,MAG
Paspalum quadrifarium,367.5708591,9.975586315,5729.57,1.044158353,0.2,0.280233205,MAG
Pastinaca sativa,32.52742284,38.80944297,13188.56,0.570651366,3.4013,0.16089669,MAG
Pedicularis comosa,64.89292667,24.81,799.95,0.327106631,1.19,0.22687,MAG
Pedicularis gyroflexa,78.172,22.90246867,410.62,0.181712059,0.99,0.231294656,MAG
Pedicularis palustris,49.1242113,26.53,319.33,0.281866109,1.2311,0.171856556,MAG
Pedicularis sylvatica,86.28715374,38.59,12,0.115599466,0.8966,0.17971,MAG
Peganum harmala,167.4320938,18.56865505,29.48,0.173205081,2.4589,0.2547468,MAG
Persicaria amphibia,53.07333384,39.18136493,2105.85,0.360642605,2.617,0.212919389,MAG
Persicaria bistorta,46.70300401,30.77771944,3684.57,0.52,5.3784,0.180912431,MAG
Persicaria hydropiper,23.11463297,38.47376623,1488.53,0.63879213,1.7675,0.197809816,MAG
Persicaria lapathifolia,45.69740523,35.01686265,3782.96,0.595095986,1.6418,0.20787659,MAG
Persicaria maculosa,45.96906007,11.98783704,1429.26,0.396136175,2.0441,0.2281364,MAG
Persicaria vivipara,63.62391441,30.94949099,260.08,0.126098887,2.1462,0.210918572,MAG
Petrorhagia prolifera,56.72149745,21.2371718,58.25,0.271972117,0.3039,0.21639,MAG
Peucedanum cervaria,94.6969697,27.53201099,28881.5,0.629760041,4.2757,0.24259,MAG
Peucedanum oreoselinum,62.09182661,14.24730975,3998.35,0.608064667,3.9649,0.229464311,MAG
Peucedanum ostruthium,39.975,32.87362204,6822.57,0.52464361,1.2,0.215881196,MAG
Phalaris arundinacea,45.91214949,22.15447907,2344.28,1.342179414,0.669,0.129132532,MAG
Phaseolus vulgaris,47.19698998,36.8108137,3074.78,0.794150729,303.1799,0.199732646,MAG
Phillyrea angustifolia,209.5768687,12.48637002,187.84,2.284731932,9.1289,0.557857929,MAG
Phillyrea latifolia,153.7678792,15.47760254,197.62,7.829735282,14.9019,0.7,MAG
Phleum alpinum,58.71478648,18.98768094,463.49,0.178429254,0.3585,0.32733464,MAG
Phleum phleoides,54.25367751,14.7,359.98,0.362670415,0.1396,0.461,MAG
Phleum pratense,44.57100577,19.04335469,582.05,0.608786874,0.3971,0.27969775,MAG
Phragmites australis,69.85933155,22.46178583,1616.36,0.846696937,0.4007,0.239865847,MAG
Physoplexis comosa,52.618,33.61839642,574.01,0.09085603,0.0832,0.20020626,MAG
Phyteuma betonicifolium,28.38885039,39.35,1157.91,0.247059491,0.0384,0.158272636,MAG
Phyteuma hemisphaericum,61.561,27.4015025,46.81,0.098259319,0.1,0.217928988,MAG
Phyteuma orbiculare,31.37878587,28.52,316,0.322864292,0.1868,0.1896136,MAG
Phyteuma ovatum,14.765,35.60750193,2663.47,0.402838173,0.1039,0.15739284,MAG
Phyteuma scheuchzeri,53.148,18.91846531,710.97,0.211474253,0.04,0.198113928,MAG
Phyteuma spicatum,20.18163471,29.81185792,1272,0.436178592,0.1481,0.15875,MAG
Phytolacca americana,86.53733439,42.14,6900.2,2.401768226,6.3503,0.14212872,MAG
Picea abies,225.1775839,12.35814443,31.72,40.68826549,6.4432,0.423666185,MAG
Picea glauca,239.1733491,10.63662706,23.72,25.8348762,2.4515,0.44971578,MAG
Picea mariana,296.5208299,8.37922413,30,19.76011127,1.1325,0.387943295,MAG
Picea sitchensis,202.5478562,11.17514256,17.99,55.11326253,2.3678,0.382458665,MAG
Picris hieracioides,35.73852332,26.87627345,1433.71,0.452297039,1.0665,0.157,MAG
Pilosella lactucella,36.49070901,17.37,273.32,0.162524013,0.1,0.165386456,MAG
Pilosella officinarum,56.681925,16.84463659,331.39,0.110580222,0.1279,0.1422,MAG
Pilosella piloselloides,37.44795717,12.75842327,554.3,0.249014132,0.72,0.200538918,MAG
Pimpinella major,49.17525451,24.58511745,8294.89,0.619540915,2.0395,0.19451,MAG
Pimpinella saxifraga,57.85184167,24.23099411,1067.36,0.325897936,1.1514,0.21674862,MAG
Pinguicula vulgaris,24.15361006,17.28272058,177.31,0.057640816,0.0183,0.134440762,MAG
Pinus banksiana,243.902439,12.32887646,100,22.64289987,3.4345,0.46,MAG
Pinus cembra,216.5539764,16.9,74.17,19.73042673,233.2508,0.460322428,MAG
Pinus contorta,266.8672736,11.31399704,50,21.37252117,4.2359,0.43,MAG
Pinus densiflora,295.1593861,13.17232483,75,36,9.3974,0.41,MAG
Pinus halepensis,228.815331,11.75902724,70.42,17.65908332,19.7719,0.604234114,MAG
Pinus koraiensis,91.51078975,13.63915332,89.12,31.07232506,480.1011,0.37,MAG
Pinus nigra,227.9295528,10.21556051,110.94,33.00558144,19.0121,0.610521579,MAG
Pinus pinaster,411.3733821,10.12543996,253.8,21.7923413,54.5613,0.526584143,MAG
Pinus pinea,237.620423,11.49564985,137.9,27.40236641,653.0717,0.582388081,MAG
Pinus ponderosa,287.3850288,11.1695215,160,38.30074011,35.7087,0.38596525,MAG
Pinus radiata,190.2886324,13.3132483,82.79,26.3131173,30.8424,0.469685317,MAG
Pinus strobus,156.4901796,13.36950615,96.83,32.68060689,16.0472,0.382822765,MAG
Pinus sylvestris,209.6762818,12.86756612,71.55,25.86808428,7.4262,0.540733711,MAG
Pinus uncinata,266.9059035,10.79340815,37.46,16.35533155,10.8114,0.512936231,MAG
Pistacia lentiscus,207.2419638,12.72999744,378.16,2.242517077,16.2398,0.612359777,MAG
Pistacia terebinthus,106.2101097,23.76129963,5020,5.848035476,34.8857,0.683488526,MAG
Plantago albicans,118.7648456,22.05233204,151,0.244948974,0.896,0.236372946,MAG
Plantago atrata,83.35474204,18.24226557,934.29,0.108630342,2.9357,0.21115,MAG
Plantago coronopus,62.31949056,11.78,199.98,0.072844002,0.1557,0.149556736,MAG
Plantago lanceolata,53.74760144,22.45412435,974.36,0.178939791,1.3628,0.217738001,MAG
Plantago major,53.22780929,18.80325799,4852.23,0.166581764,0.2197,0.179535141,MAG
Plantago maritima,97.7591445,15.37,749.42,0.192142876,0.5613,0.26511,MAG
Plantago media,52.87224083,21.65482861,4662.67,0.20325097,0.3339,0.177704914,MAG
Platanthera bifolia,39.46973717,26.3,4089.94,0.248005588,0.0012,0.113058899,MAG
Platanus occidentalis,50.3057405,17.00579742,16935,32.95506941,2.8528,0.427123399,MAG
Platycladus orientalis,219.6183254,15.56060969,3.56,13.28612448,18.8249,0.547439304,MAG
Poa alpina,65.30386212,16.35508909,96.98,0.158161237,0.3496,0.260684013,MAG
Poa angustifolia,50.56359353,14,429.26,0.538826887,0.1602,0.319077113,MAG
Poa annua,26.09601153,35.48051684,123.1,0.092451711,0.2376,0.158510638,MAG
Poa bulbosa,33.58485208,17.53358838,59.6,0.167034726,0.4852,0.231405056,MAG
Poa compressa,52.95581109,13.67,203.62,0.305123631,0.2097,0.277436733,MAG
Poa glauca,77.66891932,5,148.57,0.386195754,0.3084,0.21581,MAG
Poa nemoralis,28.31129382,22.08030111,526.98,0.460794715,0.1326,0.4779,MAG
Poa pratensis,47.78219052,17.38246583,441.04,0.366927341,0.255,0.209736833,MAG
Poa supina,25.275,31.21717476,192.25,0.100538531,0.4,0.152922728,MAG
Poa trivialis,24.33654097,26.44291169,243.49,0.582755975,0.1799,0.226775825,MAG
Polygala vulgaris,54.7924703,26.2385213,67.86,0.121441441,1.7903,0.22728588,MAG
Polygonatum multiflorum,22.81021898,30,1607.46,0.423086964,23.2189,0.12701,MAG
Polygonatum odoratum,31.24585996,29.74817889,2141.55,0.260929301,25.9413,0.18,MAG
Polygonatum verticillatum,23.67984845,34.45,1003,0.453397404,35.7879,0.12701,MAG
Polygonum aviculare,38.0112758,31.42584839,338.25,0.282816531,1.3133,0.37467771,MAG
Polygonum rurivagum,41.26,39.47314446,32,0.3,2.0746000000000002,0.2115823,MAG
Pontederia cordata,89.20606601,14,7300,0.98488578,90.57,0.11813,MAG
Populus alba,74.61722764,21.45306582,2226,27.37070646,0.12,0.45109458,MAG
Populus balsamifera,72.75577005,17.56593597,2774,18.33734857,1.0156,0.38340579,MAG
Populus deltoides,86.37819851,21.92727922,8400,33.1175808,0.9918,0.423090397,MAG
Populus nigra,81.46630229,20.76468455,2294.32,24.78463323,0.6775,0.415285084,MAG
Populus tremula,70.52530153,26.06274032,2265.01,18.25204546,0.1113,0.460852716,MAG
Populus tremuloides,69.52013404,20.80417917,2066.58,16.70656374,0.117,0.382101601,MAG
Portulaca oleracea,63.75064859,19.29,47.55,0.103987738,0.1418,0.14827,MAG
Potamogeton alpinus,13.26467114,36.58486026,749.58,0.237828658,2.1817,0.150629986,MAG
Potamogeton berchtoldii,14.87768051,34.7773,40.86,0.316227766,0.9531,0.141633772,MAG
Potamogeton crispus,16.39043953,35.98424246,337.09,0.497298335,0.09,0.05021,MAG
Potamogeton lucens,19.38951283,46.68521333,1953.85,1.341640786,5.008,0.137747488,MAG
Potamogeton natans,35.38449379,38.11417833,2369.5,0.164993672,5.7488,0.186038878,MAG
Potamogeton nodosus,35.42892007,34.91248333,3454.16,0.388689475,3.83,0.149717271,MAG
Potamogeton perfoliatus,19.31176711,35.59827,648.45,0.547722558,3.3661,0.155396006,MAG
Potentilla alba,68.37273198,35.45716001,1561.09,0.116312797,0.6,0.265988519,MAG
Potentilla aurea,45.87469613,28.8272915,1012.5,0.088344287,0.33,0.22163,MAG
Potentilla crantzii,65.82961552,28.70009304,71.23,0.089233801,0.4849,0.248349522,MAG
Potentilla erecta,41.27432016,22.92568676,109.62,0.166509746,0.2715,0.347520583,MAG
Potentilla norvegica,47.04702071,19.28508367,1673.94,0.512533711,0.1,0.259696514,MAG
Potentilla reptans,43.27277117,26.67847202,1163.93,0.115978215,0.2882,0.20053,MAG
Prenanthes purpurea,15.18372305,30,2945.25,0.789303029,0.28,0.15875,MAG
Primula auricula,31.89792663,22.5792239,2711,0.114471424,0.2675,0.13255,MAG
Primula elatior,40.12450409,22.41931543,4203.38,0.135723233,0.654,0.166561465,MAG
Primula farinosa,43.58373909,21.53570846,220.5,0.129885487,0.0673,0.18495,MAG
Primula glaucescens,85.296,13.9037422,609.09,0.072112479,0.2646,0.19830676,MAG
Primula hirsuta,55.352,35.34930952,232.44,0.055879325,0.19,0.159840968,MAG
Primula veris,51.32098654,16.4,3032.48,0.151253515,0.8344,0.22727084,MAG
Prunella grandiflora,52.97513387,18.41429879,204.82,0.150318809,1.0374,0.190044332,MAG
Prunella laciniata,60.70715043,14.55128938,316.25,0.155969601,1.1842,0.210211847,MAG
Prunella vulgaris,34.86427008,19.1721384,472.55,0.144699364,0.73,0.166888,MAG
Prunus armeniaca,97.80522931,21.15742948,1291.22,4.214033701,1212.1041,0.67,MAG
Prunus avium,56.70307476,20.76729079,2141.06,16.55993117,185.4882,0.600237847,MAG
Prunus cerasifera,49.5236594,18.24994847,1969.79,6.616700729,546.8718,0.678338114,MAG
Prunus lusitanica,157.0269152,12.42755232,3342.08,8.553723995,75.1,0.61,MAG
Prunus mahaleb,64.40345249,20.21719803,706.76,5.246739997,83.6934,0.767207008,MAG
Prunus padus,52.64298922,20.41059272,3141.59,10.04799853,80.9336,0.449888875,MAG
Prunus pensylvanica,60.79145317,23.47781293,2047.7,11.10910705,39.0131,0.36,MAG
Prunus persica,54.33242251,38.72356848,2094.53,8,2238.0787,0.654542472,MAG
Prunus serotina,58.10870117,25.29629083,2115.27,13.31316445,98.5236,0.604731345,MAG
Prunus spinosa,66.66012062,26.59089412,419.61,2.053812683,140.6813,0.55,MAG
Pseudotsuga menziesii,161.1309025,11.84097595,31.17,65.27951123,12.6048,0.457382611,MAG
Puccinellia distans,35.11840009,14.79200189,137.52,0.188137669,0.1948,0.161873774,MAG
Pueraria montana var. lobata,28.51647036,27.55,9050,12,12.6902,0.248648498,MAG
Pulmonaria officinalis,33.43153762,17.3,6529.5,0.215311419,3.64,0.15351,MAG
Punica granatum,111.6694758,11,543.6,3.979195899,21.9092,0.77,MAG
Pyrola minor,45.75398891,15.9,299.44,0.07785739,0.0022,0.242058465,MAG
Quercus alba,68.70919719,20.47676228,7186.06,28.27776228,3111.1077,0.684543644,MAG
Quercus cerris,101.5306709,20.69818656,2766.85,33.03445413,3453.8412,0.7,MAG
Quercus faginea,122.167691,17.87551373,1034.91,19.67989671,1300.8771,0.79132326099999994,MAG
Quercus ilex,165.2883741,13.98079581,762.91,9.34,1900.9854,0.899723962,MAG
Quercus macrocarpa,65.70096128,22.14539006,5409.77,28.4784124,6233.4608,0.67,MAG
Quercus mongolica,71.13159996,20.15812491,5682.94,31.6227766,1563.242,0.60869792,MAG
Quercus petraea,72.33548013,19.86644781,2985.81,31.43850033,579.4958,0.579146906,MAG
Quercus robur,72.4981555,21.810861,2991.55,27.07539583,3048.0211,0.580584066,MAG
Quercus rubra,67.43493694,21.00970591,6217.05,18.2853131,2696.9167,0.656667198,MAG
Quercus suber,147.1571857,15.75397292,703.3,18.61209718,1785.9821,0.820826132,MAG
Quercus velutina,70.21097802,19.00370584,14822.2,27.2937075,1851.4861,0.67,MAG
Ranunculus aconitifolius,35.2631983,25.62,26252.32,0.270145956,4.63,0.148007342,MAG
Ranunculus acris,48.23260758,25.73587504,595.19,0.351530095,1.4466,0.15633871,MAG
Ranunculus aquatilis,29.36663144,52.95080667,116.66,0.177425813,0.3487,0.20324098,MAG
Ranunculus arvensis,36.50301211,22.09344854,576,0.37914180200000003,12.2356,0.16399,MAG
Ranunculus bulbosus,51.70408914,27.77831179,895.84,0.192352775,2.425,0.126873467,MAG
Ranunculus fluitans,46.12349703,30.97224333,646.92,0.336911612,0.56,0.156725811,MAG
Ranunculus gramineus,77.31653034,19.07022555,161.96,0.123078252,1.1525,0.259649984,MAG
Ranunculus penicillatus,26.43754339,43.5,40.2,1.474349522,0.385,0.15351,MAG
Ranunculus platanifolius,49.81327621,26.90514911,8756.93,0.628446482,1.25,0.171442355,MAG
Ranunculus repens,40.71238998,23.97634081,1845.43,0.189914371,2.3077,0.09853,MAG
Ranunculus sceleratus,38.44229755,33.50243866,1086.39,0.381043383,0.1357,0.184772888,MAG
Ranunculus thora,56.019,23.51741388,4754.21,0.181712059,2.46,0.202725652,MAG
Ranunculus trichophyllus,28.12486886,36.183605,390.19,0.2,0.302,0.17471466,MAG
Rapistrum rugosum,40.35349908,40.17334828,2131.43,0.233253699,1.6338,0.1737682,MAG
Ratibida pinnata,67.42883437,8.6,583.54,0.903379936,0.6096,0.231074713,MAG
Reseda phyteuma,62.11190062,47.5,257.32,0.219089023,1.74,0.1900852,MAG
Reynoutria japonica,75.40648158,22.19030226,8356.7,1.667668683,1.2996,0.189824399,MAG
Rhamnus alaternus,151.2859304,24.29080346,136.4,2.858581663,17.1862,0.737081847,MAG
Rhamnus cathartica,58.48843604,24.36628659,655.96,3.291853038,20.3745,0.658103335,MAG
Rhamnus lycioides,141.6224284,29.5,31.4,1.506637255,5.5831,0.763558166,MAG
Rhinanthus glacialis,44.38526409,35.15,44.7,0.268050775,3.43,0.265575784,MAG
Rhinanthus minor,48.96288462,33.98984746,174.47,0.255212045,2.5352,0.177992267,MAG
Rhododendron maximum,165.3614857,9.741719904,12000,3.715127688,1.345,0.5,MAG
Rhus typhina,61.38165939,25.20272032,1174.13,6.885140439,10.3222,0.45,MAG
Rhynchospora alba,43.53301918,13.09,288,0.270625795,0.4272,0.302175992,MAG
Ribes alpinum,61.70492289,18.8,630,1.278889012,4.5492,0.577202098,MAG
Ribes divaricatum,28.91844997,22.8,1198,3.2,2.06,0.68,MAG
Ribes rubrum,36.29635952,21.76,3696.91,1.29862029,9.16,0.45,MAG
Ribes sanguineum,45.30502352,25.4,3295,1.827626261,2.4805,0.6,MAG
Robinia pseudoacacia,51.34381935,36.28686819,753.26,17.43678921,17.8953,0.711625294,MAG
Rubus caesius,47.69957928,20.22681884,4886.15,0.39311233,3.1102,0.267518683,MAG
Rubus chamaemorus,77.83325453,21.87553983,1923.79,0.103487298,8.0548,0.231622498,MAG
Rubus parviflorus,22.25684398,21.9,15257,1.475804865,1.1531,0.65,MAG
Rubus saxatilis,40.09273357,20.79623943,4889.51,0.202367608,9.8896,0.3,MAG
Rumex acetosa,36.03333058,36.1145668,1674.17,0.437386259,0.706,0.150601533,MAG
Rumex acetosella,45.38463706,30.12281595,161.17,0.179058268,0.4017,0.368824,MAG
Rumex aquaticus,43.37410768,35.52,21992.29,1.074755854,2.1067,0.16923,MAG
Rumex crispus,51.67842599,28.44457769,3542.72,0.826137583,1.6499,0.35,MAG
Rumex obtusifolius,36.0454024,35.54835999,25207.34,0.505368204,1.4025,0.1161727,MAG
Sagina procumbens,50.91740241,15.95190584,6.93,0.038390613,0.0127,0.14382,MAG
Salicornia europaea,297.1790015,12.92810493,106.1,0.164002503,0.4908,0.21639,MAG
Salix alba,84.74882946,25.13556842,652.39,17.3630636,0.12,0.350243672,MAG
Salix babylonica,59.07518785,26.4,538.41,10.37540295,0.03,0.441940707,MAG
Salix caprea,69.67442193,26.40051952,2579.99,6.156339113,0.0871,0.510715313,MAG
Salix cinerea,92.48862062,19.67279332,846.05,3.45608921,0.0687,0.42,MAG
Salix purpurea,96.17990194,23.54960722,130,2.886364199,0.09,0.428952212,MAG
Salix repens,87.50575138,16.63128997,161.59,0.408456561,0.04,0.446737972,MAG
Salix triandra,82.8545776,24.99533957,788.68,3.679079587,0.02,0.35,MAG
Salsola kali,119.8737429,37.185,29.92,0.395737072,2.1215,0.14565,MAG
Salvia glutinosa,18.64975755,39.19594574,11482.75,0.543880369,4.4335,0.14827,MAG
Salvia pratensis,47.9361249,19.3,6894.74,0.483800258,2.2302,0.18495,MAG
Sambucus nigra,47.88911116,35.90688506,1060.6,4.513290405,3.1067,0.34534446,MAG
Samolus valerandi,42.89665763,19.37359188,262.37,0.239362803,0.0203,0.182290294,MAG
Sanguisorba minor,57.1764133,20.20985718,354.23,0.17844512,4.1368,0.21475075,MAG
Sanguisorba officinalis,44.04385658,18.88631814,338.46,0.532114607,1.9772,0.240605655,MAG
Sanicula europaea,28.13239708,21.90668249,2699.6,0.298257755,3.0156,0.19543,MAG
Saponaria ocymoides,41.211,33.68854933,42.59,0.185820871,2.6424,0.216584928,MAG
Saponaria officinalis,44.12439443,7.986208084,2109.45,0.508613813,1.5879,0.19529201,MAG
Sarracenia purpurea,109.6209403,10.998517,8017.49,0.244948974,1.5088,0.20067,MAG
Saussurea alpina,54.36085555,19.54,579.7,0.149620987,1.4029,0.185021945,MAG
Saxifraga aizoides,74.07870428,12.51797992,24.45,0.067834513,0.0496,0.177366236,MAG
Saxifraga oppositifolia,60.40604704,18.01370769,32,0.101639636,0.1024,0.229632004,MAG
Saxifraga rotundifolia,52.34379099,17.94043521,1875.92,0.263273637,0.04,0.165524418,MAG
Scabiosa atropurpurea,79.10375398,27.3313415,946.75,0.637334114,1.6513,0.196257553,MAG
Schoenoplectus lacustris,65.44968891,17,1355.32,1.96740566,1.9224,0.137063629,MAG
Schoenus nigricans,144.6261745,15.12313407,624.13,0.292806266,0.6194,0.34833284,MAG
Scilla bifolia,24.12545235,44.83340656,2376.75,0.151120939,9.1899,0.06485,MAG
Scleranthus annuus,31.71289107,22.55491726,4.58,0.088259767,1.1994,0.177047265,MAG
Scorzoneroides autumnalis,39.38853804,20.30995878,209.03,0.131396185,0.6735,0.19242,MAG
Scorzoneroides helvetica,71.874,29.06093287,193.7,0.122474487,1.71,0.230804192,MAG
Scrophularia nodosa,33.54724214,28.81226785,5820.65,0.749515346,0.0945,0.19019,MAG
Sedum acre,83.59547169,15.17,12.25,0.070619432,0.0336,0.12731,MAG
Sedum album,60.11011579,11.56849705,14.04,0.112562181,0.0255,0.121540653,MAG
Sedum tenellum,88.65248227,12.73,3.7,0.07,0.01,0.195837118,MAG
Sempervivum tectorum,75.87353874,15.72416662,373.43,0.265257349,0.0096,0.114021892,MAG
Senecio doronicum,78.486,28.58606288,1789.2,0.20396489,0.28,0.163056232,MAG
Senecio inaequidens,52.56791126,19.01917602,207.88,0.602261138,0.2167,0.47,MAG
Senecio nemorensis,31.75578801,37.68,5047.75,1.187737801,0.77,0.16399,MAG
Senecio ovatus,36.09664148,29.8915719,7779.79,0.985395083,1.2558,0.146583244,MAG
Senecio vulgaris,32.96429303,38.18827896,368.71,0.284069238,0.2452,0.137461211,MAG
Sequoia sempervirens,252.0219234,10.26406094,24,89.89,4.3077,0.448998886,MAG
Sequoiadendron giganteum,542.5884377,10.5,4,84.18681749,5.5453,0.43,MAG
Serratula tinctoria,51.5261031,12.74389784,3936.59,0.44486751,2.3484,0.192944418,MAG
Seseli montanum,84.00769833,21.10140214,317,0.321104651,1.162,0.224256298,MAG
Sesleria caerulea,70.64816134,19.31020032,464.41,0.22314475,1.4594,0.291185,MAG
Setaria italica,41.82350481,14.93452376,5638.5,0.824186148,2.2444,0.18029,MAG
Setaria parviflora,77.04364915,17.085973160000002,851.25,0.251486865,0.9261,0.25133,MAG
Setaria pumila,38.09883402,25.09,1890.75,0.448073154,1.5847,0.1883264,MAG
