SpeciesName
Grona ramosissima
Desmodium intortum
Hylodesmum repandum
Striga hermonthica
Urochloa ruziziensis
Urochloa brizantha
Urochloa decumbens
Striga asiatica
Gonatozygon
Glaucocystis
Heterochlamydomonas
Cyanidioschyzon
Ancylonema
Cyclolejeunea
Bracteacoccus
Parietochloris
Neocystis
Ceanothus
Ceratodon
Dendroalsia
Pseudostichococcus
Pleurastrum
Funaria
Diplosphaera
Bryum
Arbutus
Coenochloris
Chlamydomonas
Stichococcus
Lambia
Rosulabryum
Lactuca
Scleropodium
Pyropia
Oligochaeta
Sophora tetraptera
Micractinium reisseri
Chlorella protothecoides
Glochidion
Mitrastemon yamamotoi
Scolopia
Salvia leucantha
Hornungia
Leptotes
Fuchsia magellanica
Jurinea
Stenanthium gramineum
Abies grandis
Calocedrus decurrens
Morus rubra
Phlox divaricata divaricata
Populus balsamifera
Waltheria indica
Symphyotrichum oolentangiense
Stellaria media
Euthamia graminifolia
Impatiens capensis
Symphyotrichum laeve laeve
Penstemon digitalis
Drymocallis arguta
Nymphaea odorata tuberosa
Krigia biflora
Pseudognaphalium obtusifolium
Fallopia scandens
Rubus flagellaris
Lobelia spicata
Thaspium trifoliatum aureum
Daucus carota carota
Cynanchum laeve
Allium cernuum
Tamarindus indica
Fragaria virginiana
Cota tinctoria
Quercus rubra
Prunus serotina
Oxalis corniculata
Quercus virginiana
Malus coronaria
Viola lanceolata
Diospyros virginiana
Erigeron canadensis
Viola cucullata
Quercus muehlenbergii
Pycnanthemum verticillatum pilosum
Erigeron annuus
Thalictrum thalictroides
Phlox divaricata laphamii
Ostrya virginiana
Solidago missouriensis
Osmorhiza longistylis
Eragrostis
Solidago altissima
Rosa arkansana
Picea mariana
Potentilla arguta
Penstemon gracilis
Apocynum cannabinum
Apocynum androsaemifolium
Ageratina altissima
Solidago gigantea
Carex gravida
Dalea candida
Mentha arvensis
Quercus chrysolepis
Rubus niveus
Stellaria longifolia
Solidago juncea
Acer saccharinum
Salix nigra
Malus domestica
Heracleum maximum
Smilax tamnoides
Heuchera richardsonii
Crataegus mollis
Symphyotrichum pilosum pilosum
Persea americana
Liquidambar styraciflua
Salix eriocephala
Carya ovata
Crataegus crus-galli
Dryopteris carthusiana
Lactuca floridana
Quercus bicolor
Chamaecrista fasciculata
Carya glabra
Valerianella radiata
Hypericum ascyron
Amaranthus hybridus
Bidens vulgata
Symphyotrichum lateriflorum
Leucanthemum vulgare
Abies procera
Bidens frondosa
Boechera laevigata
Amorpha fruticosa
Symphoricarpos albus
Symphyotrichum ontarionis
Parthenium integrifolium
Psidium guajava
Juncus effusus
Rubus allegheniensis
Hepatica acutiloba
Vaccinium stamineum
Didymopanax morototoni
Philadelphus inodorus
Cephalanthus occidentalis
Eupatorium perfoliatum
Helenium autumnale
Chenopodium pratericola
Phoradendron serotinum tomentosum
Pontederia cordata
Schizachyrium scoparium
Grindelia squarrosa
Solanum tuberosum
Asteraceae
Carex
Cleomella serrulata
Solanum lycopersicum
Potentilla indica
Cornus florida
Juniperus communis
Sporobolus michauxianus
Koeleria macrantha
Euonymus atropurpureus
Helianthus pauciflorus pauciflorus
Ribes nigrum
Vitis vinifera
Spartina pectinata
Ilex aquifolium
Picris hieracioides
Betula alleghaniensis
Smilax ecirrhata
Phragmites australis
Festuca rubra
Physocarpus opulifolius
Salix humilis humilis
Frangula alnus
Silene baccifera
Leucanthemum superbum
Caltha palustris
Potentilla neumanniana
Aureolaria grandiflora
Yucca glauca
Leymus arenarius
Prunus amygdalus
Ribes rubrum
Symphyotrichum boreale
Rubus fruticosus
Lonicera morrowii
Arisaema triphyllum
Tephrosia virginiana
Agastache scrophulariifolia
Poa
Rosa carolina
Sorbus torminalis
Taxus baccata
Asclepias hirtella
Ludwigia alternifolia
Canna indica
Antennaria neglecta
Elymus repens
Muscari armeniacum
Maianthemum racemosum racemosum
Glechoma hederacea
Rhus copallinum
Viola palmata
Solanum dulcamara
Prunella vulgaris
Tanacetum vulgare
Catabrosa aquatica
Laurus nobilis
Andromeda polifolia latifolia
Melanthium virginicum
Salix alba
Opuntia erinacea
Lonicera japonica
Origanum vulgare
Adiantum capillus-veneris
Leontodon hispidus
Prunus lusitanica
Ranunculus hispidus nitidus
Cydonia vulgaris
Prunus simonii
Scorzoneroides autumnalis
Persicaria amphibia
Poa pratensis
Helianthus strumosus
Hypochoeris radicata
Brassica oleracea
Stachys aspera
Brassicaceae
Conoclinium coelestinum
Morus alba
Palustriella commutata
Viburnum tinus
Sedum rupestre
Crataegus laevigata
Solidago speciosa
Trifolium repens
Strophostyles helvula
Circaea lutetiana
Symphyotrichum cordifolium
Triticum aestivum
Ruscus aculeatus
Spiraea lindleyana
Liatris aspera
Filipendula vulgaris
Sagittaria latifolia
Pinus
Panicum acuminatum
Sphagnum
Eupatorium purpureum
Alnus alnobetula alnobetula
Baccharis
Hieracium umbellatum
Agalinis tenuifolia
Taraxacum officinale
Bistorta vivipara
Atriplex prostrata
Spiranthes lacera
Endotropis lanceolata lanceolata
Gleditsia triacanthos
Sassafras albidum
Salix flueggeana
Tripolium pannonicum tripolium
Chamaenerion angustifolium angustifolium
Prunus persica
Cornus kousa
Robinia pseudoacacia
Viburnum opulus
Fragaria × ananassa
Vernonia fasciculata
Salix reticulata
Amelanchier lamarckii
Abutilon theophrasti
Brassica rapa
Photinia davidiana
Sinapis alba
Calystegia sepium sepium
Vernonia gigantea
Vaccinium myrtillus
Prunus triloba
Convolvulus arvensis
Pyrus communis
Viburnum carlesii
Piper peltatum
Oenothera gaura
Oocystis
Alopecurus pratensis
Dryas octopetala
Vaccinium corymbosum
Penstemon tubiflorus
Andropogon gerardii
Prunus domestica
Prunus avium
Euonymus japonicus
Prunus cerasifera
Fallopia convolvulus
Sambucus nigra canadensis
Heteromeles arbutifolia
Sporobolus rigidus rigidus
Persicaria maculosa
Silphium laciniatum
Rheum × hybridum
Atriplex portulacoides
Acer floridanum
Polygonum aviculare
Anemone patens
Cornus sanguinea
Prunus virginiana
Deschampsia cespitosa
Crataegus monogyna
Quercus rugosa
Doellingeria umbellata
Poa nemoralis
Arbutus unedo
Barbarea vulgaris
Fallopia japonica
Solidago ptarmicoides
Proboscidea louisianica
Arrhenatherum elatius
Melilotus indicus
Populus canadensis
Robinia hispida
Chamaedorea elegans
Papaver
Senna marilandica
Sonchus oleraceus
Eupatorium sessilifolium
Arnoglossum plantagineum
Spartina anglica
Lilium canadense
Nothocalais cuspidata
Blechnum
Thelypteris noveboracensis
Salix rubens
Solanum carolinense
Rumex crispus
Berberis integerrima
Ligustrum vulgare
Raphanus sativus
Ipomoea hederacea
Armoracia rusticana
Chenopodium album
Oxalis stricta
Juncus rechingeri
Jacobaea vulgaris
Mahonia repens
Beta vulgaris cicla
Bromus madritensis
Sida
Allium schoenoprasum
Schoenoplectus tabernaemontani
Arabis hirsuta
Agrostis stolonifera
Potentilla reptans
Cyperus
Geum urbanum
Berberis empetrifolia
Atriplex littoralis
Prunus insititia
Ulmus minor procera
Prunus spinosa
Viscum album
Berberis parviflora
Monotropa hypopitys
Osmunda regalis
Peucedanum palustre
Camelina sativa
Mahonia japonica
Salix fragilis
Lactuca tatarica
Potentilla anserina
Bistorta officinalis officinalis
Brassica cretica cretica
Frasera fastigiata
Lonicera nitida
Anthriscus sylvestris
Erysimum cheiri
Prunus cerasus
Spartina maritima
Hesperostipa comata
Prunus padus
Ludwigia peploides glabrescens
Chenopodium quinoa
Vicia americana
Potentilla palustris
Salix babylonica
Berberis bidentata
Festuca arundinacea
Conopodium majus
Amblystegium serpens
Thelesperma filifolium
Calamagrostis epigeios
Atropa belladonna
Hibiscus laevis
Ranunculus abortivus
Silene acaulis
Chenopodium standleyanum
Elymus farctus
Salix cinerea
Neottia cordata
Ratibida columnifera
Melilotus altissimus
Penstemon
Clematis
Sonchus asper
Bromus briziformis
Hippophae rhamnoides
Lindera benzoin
Homalothecium sericeum
Sporobolus alterniflorus
Olea europaea
Anthyllis vulneraria
Ipomoea pandurata
Berberis stiebritziana
Brassica oleracea italica
Platanthera peramoena
Baptisia alba macrophylla
Galium odoratum
Triphora trianthophora
Acalypha virginica rhomboidea
Cucumis melo
Poa bulbosa
Symphyotrichum novi-belgii
Dictyosphaerium pulchellum
Ononis spinosa procurrens
Lolium multiflorum
Lithospermum caroliniense croceum
Symphyotrichum laeve
Centaurea macrocephala
Gladiolus gandavensis
Agrostis capillaris
Polygala senega
Glebionis segetum
Tanacetum parthenium
Opuntia macrorhiza
Aristolochia macrophylla
Vaccinium oxycoccos
Saxifraga
Cyanus montanus
Euphrasia rostkoviana
Dactylis glomerata
Brachypodium sylvaticum
Lotus
Montia fontana
Aria edulis
Minuartia patula
Ranunculus acris
Fragaria vesca
Chelone glabra
Grindelia hirsutula
Polygala paucifolia
Polygala polygama
Apium nodiflorum
Aloysia triphylla
Malva sylvestris
Avena sativa
Clematis jackmanii
Senecio erucifolius
Pyrola rotundifolia
Gentiana acaulis
Sambucus racemosa
Lolium perenne
Hypochaeris glabra
Carex vesicaria
Medicago falcata
Panicum maximum
Gnaphalium sylvaticum
Oncidium
Manfreda virginica
Hordeum murinum
Baptisia australis
Centaurea benedicta
Pilosella officinarum
Samolus valerandi
Hedera maderensis
Poa annua
Geranium
Pericallis × hybrida
Dahlia pinnata
Ranunculus ficaria
Populus jackii
Malus sylvestris
Inula salicina
Escallonia rubra macrantha
Grimmia pulvinata
Orbea variegata
Elymus caninus
Thalictrum minus
Acer nigrum
Athyrium filix-femina
Asplenium rhizophyllum
Thaspium trifoliatum trifoliatum
Inula britannica
Rosa tomentosa
Salicornia virginica
Salix sepulcralis
Arrhenatherum elatius elatius
Vaccinium pallidum
Symphyotrichum puniceum
Stellaria alsine
Delphinium scopulorum
Sphaerocystis schroeteri
Lythrum salicaria
Malus prunifolia
Lolium temulentum
Lavatera thuringiaca
Ankistrodesmus spiralis
Inula conyzae
Onosmodium bejariense bejariense
Lavatera arborea
Glebionis coronaria
Sida hermaphrodita
Puccinellia maritima
Ailanthus altissima
Astronium graveolens
Potamogeton illinoensis
Hibiscus moscheutos lasiocarpos
Pseudosamanea cubana
Anemone hupehensis
Hieracium scabrum
Polystichum aculeatum
Blackstonia perfoliata
Piper colonense
Meconopsis cambrica
Imperata cylindrica
Acacia schweinfurthii
Adenanthos sericeus
Persicaria punctata
Hypericum elodes
Cenchrus clandestinus
Eurhynchium praelongum
Bupleurum tenuissimum
Lonicera maackii
Mimulus luteus
Trema orientale
Melampyrum sylvaticum
Flacourtia indica
Daucus carota gummifer
Stenocereus griseus
Hypericum prolificum
Setaria viridis
Tripleurospermum inodorum
Melica uniflora
Entada abyssinica
Vachellia nilotica
Cirsium muticum
Coreopsis lanceolata
Lonicera korolkowii
Guaiacum sanctum
Hordelymus europaeus
Cereus repandus
Persicaria sagittata
Orobanche lucorum
Citrus limon
Plectranthus scutellarioides
Lobelia cardinalis
Lonicera sempervirens
Carex vulpinoidea
Citrus aurantium
Primula
California
Rubus chamaemorus
Dryopteris expansa
Cephalocereus moritzianus
Phelipanche ramosa
Petasites fragrans
Polystichum setiferum
Fraxinus pennsylvanica
Zizia aptera
Dasiphora fruticosa
Arctostaphylos uva-ursi
Packera obovata
Hyoscyamus niger
Lilium philadelphicum
Rhinanthus angustifolius
Rosa pimpinellifolia
Leucothoe fontanesiana
Zinnia elegans
Platanthera psycodes
Tragopogon pratensis minor
Helianthemum nummularium
Coleus scutellarioides
Dicksonia antarctica
Senecio inaequidens
Acacia pentagona
Amphicarpaea bracteata
Arabidopsis lyrata lyrata
Sesleria caerulea
Sida spinosa
Veronica peregrina
Lindernia dubia
Sanguisorba minor
Polygonatum biflorum
Passiflora incarnata
Myosurus minimus
Lobelia speciosa
Amphicarpaea bracteata comosa
Hackelia virginiana
Anagallis arvensis
Lysimachia quadriflora
Lysimachia vulgaris
Alchemilla vulgaris
Hepatica americana
Anemone americana
Solanum angustifolium
Cuphea viscossima
Castilleja coccinea
Nabalus crepidineus
Panicum virgatum
Hypericum perforatum
Urtica dioica gracilis
Rosa canina
Iris orientalis
Juncus gerardii
Sorghastrum nutans
Geum rivale
Geranium pratense
Potentilla fruticosa
Scutellaria racemosa
Spergula arvensis
Polystichum aleuticum
Aureolaria pedicularia
Cruciata laevipes
Sparganium natans
Plantaginaceae
Oenothera grandiflora
Zannichellia palustris
Ficus carica
Chaenomeles speciosa
Rosa rugosa
Oenothera
Medicago sativa sativa
Avicennia germinans
Callitriche
Stachys officinalis
Prunus yedoensis
Lipocarpha micrantha
Euonymus alatus
Verbesina encelioides
Galeopsis angustifolia
Viburnum lantana
Chelidonium majus
Bromus inermis
Polygala sanguinea
Helianthus decapetalus
Salvia rosmarinus
Crithmum maritimum
Chimaphila umbellata
Tuberaria guttata
Ambrosia trifida
Vaccinium arboreum
Mirabilis nyctaginea
Asclepias perennis
Portulaca oleracea
Tamarix parviflora
Lactuca canadensis
Oxypolis canbyi
Trientalis borealis
Physalis longifolia subglabrata
Lysimachia borealis
Lespedeza cuneata
Agrostis gigantea
Bidens trichosperma
Packera paupercula
Odontites vernus
Hieracium venosum
Opuntia
Stellaria aquatica
Euphorbia illirica
Cerastium fontanum vulgare
Polytrichum commune
Tripleurospermum maritimum
Rosa dumalis
Muhlenbergia schreberi
Senecio spartioides
Solidago elongata
Elaeocarpus
Picea rubens
Eustoma exaltatum russellianum
Artocarpus altilis
Vicia sativa sativa
Sanguisorba muricata
Valeriana edulis ciliata
Chionodoxa
Vulpia octoflora
Eriophorum vaginatum
Silene conica
Deschampsia flexuosa
Agrostis canina
Dioscorea bulbifera
Agrostis exarata
Cynodon dactylon
Bouteloua dactyloides
Cakile edentula lacustris
Geum triflorum
Epipactis atrorubens
Avenella flexuosa
Bromus tectorum
Bromus erectus
Mentha gracilis
Eriocoma hymenoides
Digitaria sanguinalis
Calathea ovandensis
Agrostis vinealis
Bromus racemosus
Ricinus communis
Puccinellia distans
Viburnum opulus americanum
Carex viridula oedocarpa
Carex saxatilis
Poa alpina
Danthonia decumbens
Bromus catharticus
Vulpia myuros
Poa glauca
Hordeum secalinum
Dactylorhiza sambucina
Avena fatua
Euphorbia platyphyllos
Magnolia soulangeana
Bromus commutatus
Gagea lutea
Inga leiocalycina
Rubus hispidus
Senna armata
Allium neapolitanum
Coreopsis grandiflora
Viola sororia missouriensis
Lysimachia lanceolata
Parietaria judaica
Myosotis asiatica
Veronica serpyllifolia
Symphyotrichum subspicatum
Viola palustris
Pyrus serrulata
Spergularia salina
Ficus elastica
Rosa myriadena
Viola wittrockiana
Staurastrum lunatum
Machaeranthera tanacetifolia
Plantago psyllium
Silene viscaria
Froelichia floridana
Limonium
Solidago multiradiata
Hyacinthoides non-scripta
Solidago californica
Rhodiola rosea
Suaeda maritima
Cerastium glomeratum
Phedimus spurius
Turritis glabra
Calliergonella cuspidata
Ampelopsis glandulosa brevipedunculata
Sorbus domestica
Spiraea hypericifolia
Trifolium incarnatum incarnatum
Staurodesmus curvatus
Rosa mollis
Epilobium palustre
Malus floribunda
Narcissus pseudonarcissus
Rosa glauca
Rosa rubiginosa
Agrimonia procera
Iris germanica
Rosa pendulina
Mimulus guttatus
Salicornia perennis
Emilia coccinea
Empetrum nigrum
Yucca filamentosa
Parentucellia viscosa
Chaenorhinum minus
Ericameria nauseosa nauseosa
Crocosmia × crocosmiiflora
Rosa damascena
Dicranella heteromalla
Scabiosa atropurpurea
Salix taxifolia
Chenopodium bonus-henricus
Euonymus obovatus
Sphaeralcea coccinea
Euphrasia nemorosa
Parietaria pensylvanica
Alkekengi officinarum
Erigeron karvinskianus
Sitanion hystrix
Loeskeobryum brevirostre
Syntrichia intermedia
Crucigeniella rectangularis
Staurodesmus jaculiferus
Bryum argenteum
Diodella teres
Erigeron acer
Ulva fenestrata
Sphagnum riparium
Xanthium strumarium
Scenedesmus quadricauda
Hoslundia opposita
Silene virginica
Corallina officinalis
Isothecium myosuroides
Cephaleuros endophyticus
Neckera complanata
Salix lucida
Conioselinum pacificum
Geum pyrenaicum
Rhaphiolepis bibas
Geum coccineum
Medicago polymorpha
Geum japonicum
Acaena magellanica
Geum quellyon
Elodea canadensis
Potentilla crantzii
Chenopodium rubrum
Carex granularis
Chenopodium polyspermum
Lycopodium annotinum
Draba verna
Cystopteris fragilis
Asplenium adiantum-nigrum
Chenopodium glaucum
Lavatera trimestris
Claytonia sibirica
Vernonia illinoensis
Trientalis europaea
Oenothera glazioviana
Oxalis latifolia
Polyspora
Eigia
Uredo alchorneae
Napeanthus
Laestadia
Cryptospora
Astragalus
Uredo nicotianae
Holothrix
Phycopeltis expansa
Phycopeltis irregularis
Cephaleuros minimus
Cephaleuros parasiticus
Cephaleuros lagerheimii
Phycopeltis prostrata
Uredo myrsines
Uredo peribebuyensis
Uredo hyptidis
Uredo alagoinhensis
Uredo licaniae
Cornutheca
Asparagus setaceus
Agrimonia eupatoria
Vitis riparia
Rubus caesius
Stuckenia pectinata
Prunus serrulata
Symphyotrichum pilosum
Blechnum spicant
Pombalia
Petrosedum sediforme sediforme
Aphyllon fasciculatum
Agrostis
Phelipanche mutelii oxyloba
Orobanche grossheimii
Phelipanche mutelii mutelii
Phelipanche reuteriana
Orobanche anatolica
Phelipanche nowackiana
Phelipanche purpurea purpurea
Aphyllon pinorum
Aphyllon californicum californicum
Orobanche dhofarensis
Phelipanche arenaria
Viscum capitellatum
Phoradendron perredactum
Arceuthobium campylopodum subsp. campylopodum
Arceuthobium campylopodum subsp. cyanocarpum
Notothixos incanus
Viscum angulatum
Phoradendron quadrangulare
Arceuthobium vaginatum cryptopodum
Arceuthobium campylopodum subsp. tsugense
Arceuthobium vaginatum durangense
Dendrophthora
Balanophora latisepala
Cuscuta approximata approximata
Cuscuta pacifica
Cuscuta nivea
Lepidoceras chilense
Pyrularia pubera
Eremitilla mexicana
Diphelypaea tournefortii
Loranthella welwitschii
Phragmanthera usuiensis
Barathranthus axanthus
Helicanthes elastica
Tristerix rhodanthus
Amyema fasciculata
Aetanthus mutisii
Pilostyles aethiopica
Muellerina eucalyptoides
Macrosolen capitellatus
Macrosolen retusus
Macrosolen trigonus
Psittacanthus ramiflorus
Dendrophthoe falcata
Ligaria cuneifolia
Dendrophthoe vitellina
Hyphear kaoi
Taxillus sutchuenensis duclouxii
Phoradendron
Decaisnina zollingeri
Korthalsella japonica
Scurrula parasitica
Cuscuta
Agardhinula
Acanthospora
Sphaerocystis
Odontadenia
Lankesteria
Helicosporidium parasiticum
Helicosporidium
Uronema marinum
Stemona tuberosa
Daltonia splachnoides
Colura calyptrifolia
Helianthus
Dysoxylum
Dione
Salpichroa
Manettia
Schizanthus hookeri
Calamagrostis hongii
Schizanthus porrigens subsp. porrigens
Schizanthus grahamii
Filago aegaea subsp. aristata
Viola scorpiuroides
Phlomis lanata
Scutellaria sieberi
Ebenus cretica
Halophila stipulacea
Uvariodendron molundense
Uvariodendron connivens
Uvariodendron kirkii
Uvariodendron fuscum var. fuscum
Uvariopsis congensis
Uvariopsis tripetala
Uvariodendron schmidtii
Uvariopsis dioica
Uvariopsis bakeriana
Erica arcuata
Uvariopsis solheidii var. solheidii
Uvariopsis oligocarpa
Uvariodendron usambarense
Erica glandulipila
Uvariopsis submontana
Ruehssia
Powellia
Ricinus
Phyteuma nigrum
Drosera
Atuna
Acineta
Ardissonula
Fluminea
Amphitecna
Leptonema
Smilax anceps
Stillingia lineata lineata
Zanthoxylum asiaticum
Claoxylon linostachys brachyphyllum
Psiadia terebinthina
Roussea simplex
Aphloia theiformis
Homalanthus populifolius
Geniostoma borbonicum
Croton
Antirhea borbonica
Ochna mauritiana
Erythrospermum
Pleurostylia leucocarpa
Syzygium
Evodia
Chassalia
Faujasiopsis flexuosa erecta
Psidium cattleianum
Turraea rigida
Tabernaemontana
Tambourissa peltata
Phyllanthus
Xylopia lamarckii
Ruizia blackburniana
Doratoxylon apetalum var. diphyllum
Bakerella hoyifolia bojeri
Xyris
Doratoxylon apetalum var. apetalum
Harungana madagascariensis
Psychotria terniflora
Entodon
Coix
Rotala
Fissidens
Chlorophyta
Bambusa
Nodosus
Dendroides
Ponera
Pinea
Cyanea
Sertularia
Cirsium
Phoradendron serotinum ssp. tomentosum
Hebeclinium sericeum
Diplotaxis
Erica grandiflora subsp. grandiflora
Fontinalis
Mitrella
Verbesina
Limonia
Limnophila
Cladopus
Scandosorbus
Ammophila
Macranthera
Bellardia
Capsicum annuum
Dryopteris
Schoenoplectus
Cynara cardunculus
Adiantum caudatum
Serpocaulon appressum
Pellaea glabella subsp. glabella
Tectaria heracleifolia
Equisetum arvense
Selaginella extensa
Cystopteris bulbifera
Pecluma alfredii var. cupreolepis
Cystopteris protrusa
Lytoneuron crenulans
Lycopodium cuernavacense
Thelypteris palustris subsp. pubescens
Dryopteris cristata
Selaginella umbrosa
Asplenium cuspidatum var. triculum
Selaginella bigelovii
Pellaea glabella subsp. simplex
Pteris oshimensis
Polystichum acrostichoides
Amauropelta noveboracensis
Selaginella cardiophylla
Pteridophyta
Selaginella acutifolia
Umbilicus
Amauropelta zurquiana
Asplenium breedlovei
Athyrium filix-femina var. angustum
Cyclodium rheophilum
Centaurea
Cyptodontopsis leveillei
Nowellia curvifolia
Neckera pennata
Radula
Chiloscyphus
Radula complanata
Conocephalum conicum
Claopodium whippleanum
Leucolejeunea unciloba
Lejeunea
Riccardia multifida
Balantiopsis convexiuscula
Odontoschisma sphagni
Frullania pycnantha
Syntrichia princeps
Scapania apiculata
Marchantiophyta
Calypogeia muelleriana
Dinckleria fruticella
Metzgeria conjugata
Lophocolea semiteres
Ptilidium ciliare
Mannia gracilis
Frullania falciloba
Lejeunea laetevirens
Zoopsis leitgebiana
Imbribryum muehlenbeckii
Didymodon vinealis var. vinealis
Bazzania trilobata
Ptilidium pulcherrimum
Douinia ovata
Trichocolea mollissima
Frullania nicholsonii
Radula bolanderi
Heteroscyphus
Marsupella emarginata
Fuscocephaloziopsis connivens
Sphaerocarpos texanus
Octoblepharum albidum
Timmiella flexiseta
Radula obconica
Bazzania hochstetteri
Bazzania tricrenata
Lophocolea subporosa var. inflexifolia
Rhizomnium glabrescens
Kindbergia praelonga
Cratoneuron filicinum
Riccardia
Rhizomnium punctatum
Chiloscyphus pallescens
Homalothecium lutescens
Plagiochila sullivantii
Geheebia spadicea
Ceratodon purpureus
Telaranea herzogii
Neolepidozia tetrapila var. roseana
Trichocolea hatcheri
Gackstroemia novae-zelandiae
Cololejeunea biddlecomiae
Frullania squarrosa
Scapania irrigua
Leucolejeunea clypeata
Fuscocephaloziopsis catenulata
Blasia pusilla
Grimmia montana
Acrobolbus
Echinolejeunea
Frullania pentapleura
Lewinskya striata
Acrobolbus cinerascens
Isotachis montana
Marchantia quadrata
Balantiopsis tumida
Thelia hirtella
Cephaloziella hampeana
Plagiochila fasciculata
Bazzania ambigua
Acromastigum anisostomum
Hedwigia ciliata
Amphidium californicum
Scapania nemorea
Cyclosorus interruptus
Chiloscyphus polyanthos
Balantiopsis diplophylla var. hockenii
Grimmia
Myriocoleopsis minutissima
Paracromastigum fiordlandiae
Porella platyphylloidea
Pallavicinia lyellii
Scapania bolanderi
Anthoceros punctatus
Kindbergia oregana
Diplasiolejeunea
Eurhynchiastrum pulchellum
Distichophyllum crispulum
Odontoschisma denudatum
Plagiochila austinii
Chiloscyphus polyanthos var. rivularis
Lophocolea muricata
Lejeunea sharpii
Solenostoma gracillimum
Aneura pinguis
Tricholepidozia remotifolia
Chiloscyphus parvispinus J. J. Engel
Gymnomitrion concinnatum
Polytrichum piliferum
Psiloclada
Dendromastigophora flagellifera
Clasmatocolea
Pulvigera lyellii
Bazzania denudata
Frullania setchellii
Anthoceros agrestis
Physcomitrium pyriforme
Asterella
Verdoornianthus griffinii
Rectolejeunea
Riccia trichocarpa
Radula obtusiloba subsp. polyclada
Bucklandiella affinis
Nardia geoscyphus
Porella platyphylla
Porella cordaeana
Grimmia arizonae
Aneura
Pohlia nutans
Plagiochila colensoi
Breutelia
Orthotrichum tenellum
Calypogeia suecica
Calypogeia sullivantii
Tortella humilis
Solenostoma crenuliforme
Porella navicularis
Tortula bolanderi
Cryptolophocolea trialata
Solanum
Pohlia cruda
Ptychostomum pallescens
Frullania deplanata
Plagiochila intertexta
Dicranoloma
Lepidozia laevifolia var. acutiloba
Philonotis fontana
Splachnum vasculosum
Grimmia laevigata
Claopodium pellucinerve
Fabronia
Cryptolophocolea pallida
Leptolejeunea
Frullania
Balantiopsis lingulata
Thysananthus auriculatus
Tortella fragilis
Symphyogyna
Bazzania adnexa
Cuspidatula
Schistochila
Bazzania monilinervis
Blepharostoma trichophyllum
Scapania americana
Plagiochila circinalis
Thuidium
Lewinskya rupestris
Trilophozia quinquedentata
Saccogynidium australe
Cephalozia bicuspidata
Solenostoma inundatum
Ulota crispa
Syntrichia ruralis
Metzgeria procera
Didymodon rigidulus var. gracilis
Pellia endiviifolia
Fuscocephaloziopsis lunulifolia
Plagiochila
Notothylas orbicularis
Plagiochila annotina
Marchantia
Plagiochila asplenioides
Bazzania nudicaulis
Lophocolea lenta
Ditrichum
Gymnomitrion laceratum
Hepatostolonophora paucistipula
Cheilolejeunea
Tortula inermis
Frullania patula
Chiloscyphus billardieri (Schwägr.) Nees
Weymouthia cochlearifolia
Funaria hygrometrica
Tricholepidozia quadriseta
Bazzania adnexa var. adnexa
Ditrichum buchananii
Crumia latifolia
Camptochaete pulvinata
Tritomaria exsectiformis
Marsupella sphacelata
Triandrophyllum subtrifidum
Clevea hyalina
Frullania spinifera
Bucklandiella crispula
Megaceros
